
"Reference number","2022-20417318"
"Entity number","0421681566"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Chalet Vieux Temps"
"Entity address street","Louisastraat"
"Entity address number","19"
"Entity postal code","8400"
"Entity city","Oostende"
"Entity country","België"
"General assembly date","2022-05-14"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap met beperkte aansprakelijkheid"
"40/41","18097.49"
"492/3","15102.49"
"454/9","20009.65"
"58032","876"
"9062","500000"
"111","1335724"
"1213","2"
"1211","2"
"5811","1"
"5812","8"
"5813","234"
"13","242500"
"14","-351177.04"
"15","23283.56"
"16","7761.12"
"17","237499.79"
"3","20299.07"
"1103","8"
"1101","8"
"5821","7"
"5822","84"
"5823","1803.73"
"22","685899.74"
"23","759043.16"
"24","62624.77"
"12011","1"
"28","3237.5"
"9087","7.9"
"132","37500"
"133","200000"
"1113","5.8"
"1112","3"
"1111","4"
"12013","1"
"5831","1"
"5832","12"
"5833","257.68"
"1011","8707"
"1003","7.9"
"1002","1"
"1001","7.5"
"130/1","5000"
"40","14858.35"
"41","3239.14"
"42","50000.04"
"44","49662.92"
"45","39156.46"
"1022","20141.7"
"1021","186965.66"
"14P","-406618.69"
"1013","9645"
"1012","938"
"8329","3261275.01"
"22/27","1507567.67"
"168","7761.12"
"1023","207107.36"
"12002","3"
"12001","9"
"12003","10.8"
"8199P","4720118.64"
"62","207107.36"
"10/49","1795249.17"
"65","4929.61"
"66","65"
"21/28","1510805.17"
"20/58","1795249.17"
"10/11","1335724"
"10/15","1250330.52"
"76","54240.17"
"8365","1721.63"
"170/4","237499.79"
"1003P","7.6"
"1053","13.8"
"1052","3"
"1051","12"
"8395P","1515.87"
"12101","2"
"8912","200000.16"
"8913","37499.63"
"12103","2"
"450/3","19146.81"
"54/58","241646.49"
"630","148295.39"
"65/66B","4929.61"
"8922","500000"
"8329P","3112979.62"
"1013P","7768"
"9903","54263.98"
"9900","440182.41"
"9901","59193.59"
"9906","-351177.04"
"9904","55441.65"
"9905","55441.65"
"42/48","284555.25"
"76A","54240.17"
"8279","148295.39"
"2053","13.9"
"2052","6"
"2051","11"
"8395","3237.5"
"892","500000"
"440/4","49662.92"
"8169","48724.04"
"47/48","145735.83"
"780","1331.5"
"1023P","165658.99"
"172/3","237499.79"
"66A","65"
"640/8","25521.07"
"490/1","4400.95"
"3053","7.4"
"3052","3"
"3051","6"
"30/36","20299.07"
"29/58","284444"
"17/49","537157.53"
"8199","4768842.68"
"91631","550000"
"58132","234"
"1311","5000"
"1203","11.8"
"1323","13.8"
"1202","3"
"1322","3"
"1201","10"
"1321","12"
"5801","4"
"67/77","153.83"
"5802","32"
"5803","876"
