
"Reference number","2022-20054291"
"Entity number","0666963189"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","CORBIE HOTELS"
"Entity address street","CORBIESTRAAT"
"Entity address number","64"
"Entity postal code","2400"
"Entity city","Mol"
"Entity country","België"
"General assembly date","2022-05-01"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","195619.2"
"492/3","0"
"454/9","39899.58"
"111","25000"
"1213","5.4"
"1212","11"
"1211","0"
"13","2500"
"14","177792.81"
"3","13275.78"
"1103","9.5"
"1102","18"
"1343","0.5"
"1342","1"
"23","164969.57"
"24","39356.4"
"26","239004.04"
"75/76B","3230.47"
"9087","11.2"
"1011","190"
"1003","11.2"
"1002","19.5"
"1001","1.2"
"130/1","2500"
"40","189810.18"
"41","5809.02"
"44","222793.42"
"45","40220.51"
"1022","269915.12"
"1021","4335.44"
"14P","174653.18"
"1013","12019"
"1012","11829"
"8329","425113.83"
"22/27","443330.01"
"1023","274250.56"
"12002","7"
"12003","4.1"
"8199P","759690.52"
"62","274250.56"
"10/49","753092.94"
"65","16813"
"21/28","443330.01"
"20/58","753092.94"
"10/11","25000"
"10/15","205292.81"
"75","3230.47"
"76","0"
"1003P","11.6"
"1053","9.5"
"1052","18"
"1051","0"
"12103","5.4"
"12102","11"
"450/3","320.93"
"54/58","72180.82"
"630","96562.13"
"65/66B","16813"
"6502","0"
"8329P","328551.7"
"1013P","10338"
"9903","3139.63"
"9900","415382.09"
"9901","16722.16"
"9906","177792.81"
"9904","3139.63"
"9905","3139.63"
"42/48","547800.13"
"76A","0"
"8279","96562.13"
"2053","30.2"
"2052","11"
"2051","25"
"440/4","222793.42"
"8169","108753.32"
"47/48","284786.2"
"1023P","249999.34"
"640/8","27847.24"
"490/1","28687.13"
"3053","31.6"
"3052","12"
"3051","26"
"30/36","13275.78"
"29/58","309762.93"
"17/49","547800.13"
"8199","868443.84"
"1311","2500"
"1203","4.1"
"1323","9"
"1202","7"
"1322","17"
"1201","0"
