
"Reference number","2023-00044082"
"Entity number","0437528693"
"Accounting period start date","2021-10-01"
"Accounting period end date","2022-09-30"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","GHENT RIVER HOTEL"
"Entity address street","Waaistraat"
"Entity address number","5"
"Entity postal code","9000"
"Entity city","GENT"
"Entity country","België"
"General assembly date","2023-03-21"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","naamloze vennootschap"
"40/41","1989896.42"
"492/3","11747.78"
"1341","3"
"454/9","46849.41"
"1213","9.3"
"1212","5"
"1211","5"
"164/5","1719178.76"
"10","1600000"
"13","164382.26"
"14","-698171.71"
"15","6983.62"
"16","1725697.48"
"17","160928.6"
"3","15973.39"
"1103","15.3"
"1102","9"
"1343","6.6"
"1101","8"
"1342","5"
"22","1226116.26"
"23","69817.06"
"24","71119.73"
"12011","2"
"28","759.66"
"75/76B","31150.86"
"9087","19.9"
"130","160000"
"132","4382.26"
"1113","6.5"
"1112","7"
"12013","8.7"
"12012","8"
"12021","1"
"1011","15522"
"1003","19.9"
"1002","13.7"
"1001","9.1"
"12023","1"
"130/1","160000"
"8129P","2697.65"
"40","344565.97"
"41","1645330.45"
"42","132809.63"
"44","304810.83"
"45","48434.81"
"1022","440761.24"
"1021","371382.16"
"14P","-871971.27"
"1013","34692"
"1012","19170"
"12112","4"
"8329","5468893.1"
"12111","4"
"12113","7.5"
"22/27","1367053.05"
"168","6518.72"
"1023","812143.4"
"12002","3"
"12003","2.8"
"8199P","6592459.87"
"62","812143.4"
"10/49","3457623.3"
"65","35266.5"
"21/28","1367812.71"
"20/58","3457623.3"
"10/11","1600000"
"10/15","1073194.17"
"75","30467.79"
"76","683.07"
"8365","683.01"
"170/4","160928.6"
"1003P","15.5"
"1053","21.8"
"1052","16"
"1051","8"
"8395P","76.65"
"12101","1"
"8912","160928.6"
"12103","1.8"
"12102","1"
"450/3","1585.4"
"54/58","83940.78"
"630","317771.11"
"65/66B","35266.5"
"753","5586.9"
"8129","2697.65"
"160/5","1719178.76"
"8059P","2697.65"
"8329P","5151121.99"
"1013P","11472"
"9903","141705.74"
"9900","1322536.07"
"9901","145821.38"
"9906","-698171.71"
"9904","156270.34"
"9905","173799.56"
"42/48","486055.27"
"76B","683.07"
"8279","317771.11"
"8395","759.66"
"440/4","304810.83"
"8169","243486.28"
"780","14564.6"
"789","17529.22"
"1023P","261539"
"8059","2697.65"
"640/8","46800.18"
"30/36","15973.39"
"29/58","2089810.59"
"17/49","658731.65"
"8199","6835946.15"
"174/0","160928.6"
"100","1600000"
"1203","12.5"
"1323","15.2"
"1202","11"
"1322","11"
"1201","3"
"1321","5"
