
"Reference number","2023-00052962"
"Entity number","0672607403"
"Accounting period start date","2021-10-01"
"Accounting period end date","2022-09-30"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","CHALETPARK ZUTENDAAL"
"Entity address street","Beverstseweg"
"Entity address number","15"
"Entity postal code","3690"
"Entity city","Zutendaal"
"Entity country","België"
"General assembly date","2023-03-31"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","137347.04"
"111","25389.3"
"12","93828.33"
"13","262043.46"
"22","528461.1"
"28","5400"
"75/76B","8622.25"
"133","235441.39"
"6921","18895.81"
"130/1","26602.07"
"40","70890.89"
"41","66456.15"
"44","167549.78"
"45","72228.25"
"46","45020.86"
"8329","131958.22"
"22/27","528461.1"
"8199P","702494.61"
"62","-1009.86"
"10/49","672305.92"
"65","5884.03"
"66","72176.25"
"21/28","533861.1"
"20/58","672305.92"
"10/11","25389.3"
"10/15","381261.09"
"75","8622.25"
"76","394890.55"
"8395P","8934"
"8239","65729.85"
"8375","3534"
"8259","117891.47"
"450/3","72228.25"
"54/58","1097.78"
"630","26144.53"
"65/66B","5884.03"
"691/2","18895.81"
"8329P","105813.69"
"9903","18272.25"
"9900","115606.78"
"9901","15534.03"
"9906","18895.81"
"9904","18895.81"
"9905","18895.81"
"42/48","291044.83"
"76A","394890.55"
"8279","26144.53"
"8395","5400"
"440/4","167549.78"
"8169","151344.94"
"47/48","6245.94"
"8179","311311.7"
"66A","72176.25"
"640/8","2761.83"
"29/58","138444.82"
"17/49","291044.83"
"8199","542527.85"
"1311","26602.07"
"8259P","183621.32"
"67/77","-623.56"
