
"Reference number","2026-00150948"
"Entity number","0667921412"
"Accounting period start date","2025-01-01"
"Accounting period end date","2025-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","KO KOTTAGE"
"Entity address street","Chaussée de Tervuren"
"Entity address number","389"
"Entity postal code","1410"
"Entity city","Waterloo"
"Entity country","Belgique"
"General assembly date","2026-06-01"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","1075526.65"
"12031","1"
"12033","1"
"492/3","390453.56"
"454/9","18264.52"
"110","18600"
"1213","1"
"1211","1"
"13","1860"
"14","587.31"
"17","42720.37"
"3","9619.66"
"1103","4"
"1101","4"
"21","655.05"
"23","41476.60"
"24","24091.26"
"26","55204.12"
"12011","2"
"12131","1"
"75/76B","1.17"
"9087","4"
"133","1860"
"12013","2"
"12133","1"
"8309","10260.75"
"1011","7662"
"694/7","558000"
"1003","4"
"1001","4"
"8129P","1094.01"
"40","95360.56"
"41","980166.09"
"42","20830.89"
"44","128661.94"
"45","19427.12"
"1021","262086"
"14P","463932.66"
"1013","7662"
"8329","291059.62"
"22/27","120771.98"
"1023","262086"
"8199P","374172.09"
"10/49","1218266.19"
"62","262086"
"65","1826.45"
"21/28","121427.03"
"20/58","1218266.19"
"10/11","18600"
"10/15","21047.31"
"75","1.17"
"170/4","42720.37"
"1003P","4.2"
"1053","4"
"1051","4"
"8912","42720.37"
"450/3","1162.60"
"54/58","9679.10"
"630","41980.46"
"65/66B","1826.45"
"8129","1385.95"
"8059P","2041"
"8329P","259631.85"
"1013P","7925"
"9903","145568.08"
"9900","474616.50"
"9901","147393.36"
"9906","558587.31"
"9904","94654.65"
"9905","94654.65"
"42/48","764044.95"
"8279","41688.52"
"440/4","128661.94"
"8169","47920.26"
"47/48","595125"
"1023P","253056.26"
"172/3","42720.37"
"8179","10260.75"
"8059","2041"
"640/8","23156.68"
"490/1","2013.75"
"30/36","9619.66"
"29/58","1096839.16"
"8079","291.94"
"17/49","1197218.88"
"8199","411831.60"
"694","558000"
"1203","3"
"1323","4"
"1201","3"
"1321","4"
"67/77","50913.43"
