
"Reference number","2022-20373810"
"Entity number","0460084163"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Kasteelhoeve de Kerckhem"
"Entity address street","Grotestraat"
"Entity address number","209"
"Entity postal code","3850"
"Entity city","Nieuwerkerken (Limburg)"
"Entity country","België"
"General assembly date","2022-06-02"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","64098.89"
"492/3","5522.9"
"454/9","7689.99"
"111","18550"
"1213","1.5"
"1212","1"
"1211","1"
"13","100656.28"
"15","38450"
"17","145860.54"
"1103","2.5"
"1102","1"
"1101","2"
"22","125840.73"
"23","318289.4"
"24","12866.25"
"12011","1"
"8555","1500"
"75/76B","6290.99"
"133","100656.28"
"12013","1"
"6921","22021.14"
"1011","2603"
"1003","2.5"
"1002","1"
"1001","2"
"40","64088.57"
"41","10.32"
"42","54507.52"
"43","25000"
"44","76854.12"
"45","17438.58"
"14P","-54567.37"
"1013","3294"
"1012","691"
"12112","1"
"8329","1462215.51"
"12111","1"
"12113","1.5"
"22/27","456996.38"
"1023","60173"
"8199P","1804533.18"
"62","67741.35"
"10/49","538012.25"
"8555P","1500"
"65","6597.75"
"21/28","456996.38"
"20/58","538012.25"
"10/11","18550"
"10/15","157656.28"
"75","6290.99"
"170/4","145860.54"
"1003P","2.5"
"1053","2.5"
"1052","1"
"1051","2"
"8395P","1500"
"450/3","9748.59"
"54/58","15638.8"
"630","46956.94"
"65/66B","6597.75"
"753","5345"
"691/2","22021.14"
"8329P","1415258.57"
"1013P","2178"
"9903","82484.08"
"9900","203773.03"
"9901","82790.84"
"9906","22021.14"
"9904","76588.51"
"9905","76588.51"
"42/48","228972.53"
"8279","46956.94"
"8395","1500"
"440/4","76854.12"
"8169","114678.71"
"47/48","55172.31"
"1023P","39783.91"
"172/3","145860.54"
"640/8","6283.9"
"490/1","1278.18"
"29/58","81015.87"
"17/49","380355.97"
"8199","1919211.89"
"430/8","25000"
"1203","1"
"1323","2.5"
"1322","1"
"1201","1"
"1321","2"
"67/77","5895.57"
