
"Reference number","2023-00024423"
"Entity number","0663741108"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","The Lodge Aarschot"
"Entity address street","Demerstraat"
"Entity address number","1A"
"Entity postal code","3200"
"Entity city","Aarschot"
"Entity country","België"
"General assembly date","2023-01-13"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","408593.34"
"9500","328280.42"
"492/3","32565.66"
"1341","3"
"454/9","79444.69"
"111","6200"
"1213","9.2"
"1333","2.4"
"1212","13"
"1332","9"
"1211","5"
"13","1121.83"
"14","-86730.24"
"17","449.32"
"3","13619.74"
"1103","11"
"1102","2"
"1343","3.5"
"1101","10"
"1342","1"
"23","6298.15"
"24","1382.33"
"12011","5"
"75/76B","7696.35"
"9087","14.4"
"133","1056.12"
"1113","4.8"
"1112","16"
"12013","6.3"
"12012","4"
"1011","10009"
"1003","14.4"
"1002","14.6"
"1001","9.8"
"130/1","65.71"
"40","69689.6"
"41","338903.74"
"42","1322.85"
"43","50000"
"44","321592.22"
"45","120110.72"
"1022","90456.19"
"1021","233164.04"
"14P","-60429.45"
"1013","13892"
"1012","3883"
"12112","7"
"8329","14014.86"
"12111","5"
"12113","7"
"22/27","7680.48"
"1023","323620.23"
"12002","1"
"12003","0.3"
"8199P","21695.34"
"62","323620.23"
"10/49","466457.78"
"65","6315.95"
"21/28","7680.48"
"20/58","466457.78"
"10/11","6200"
"10/15","-79408.41"
"75","7696.35"
"170/4","449.32"
"1003P","13.6"
"1053","15.8"
"1052","18"
"1051","10"
"8912","449.32"
"12103","2.2"
"12102","6"
"450/3","40666.03"
"54/58","22881.85"
"630","4339.07"
"65/66B","6315.95"
"8329P","9675.79"
"1013P","13691"
"9903","-26290.4"
"9900","303094.61"
"9901","-27670.8"
"9906","-86730.24"
"9904","-26300.79"
"9905","-26300.79"
"42/48","512851.21"
"8279","4339.07"
"2053","18.6"
"2052","69"
"2051","1"
"440/4","321592.22"
"47/48","19825.42"
"1023P","326480.45"
"172/3","449.32"
"640/8","2806.11"
"439","50000"
"490/1","13682.37"
"3053","14.4"
"3052","55"
"3051","1"
"30/36","13619.74"
"29/58","458777.3"
"17/49","545866.19"
"8199","21695.34"
"1311","65.71"
"1203","6.6"
"1323","9.9"
"1202","5"
"1322","8"
"1201","5"
"1321","7"
"67/77","10.39"
