
"Reference number","2025-00090124"
"Entity number","0635611207"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","EXPLOITATIEMAATSCHAPPIJ IDH"
"Entity address street","Kortrijksesteenweg"
"Entity address number","1043"
"Entity postal code","9051"
"Entity city","Sint-Denijs-Westrem"
"Entity country","België"
"General assembly date","2025-05-03"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","59878.01"
"492/3","305.03"
"1341","5"
"454/9","89356.43"
"58032","460"
"110","18550"
"1213","6.6"
"1212","2"
"1211","5"
"5811","1"
"5812","8"
"5813","1671"
"13","163558.86"
"14","0"
"3","10501.09"
"1103","9.1"
"1102","3"
"1343","6.6"
"1101","7"
"1342","2"
"20","0"
"22","5110.87"
"23","74359.6"
"24","3213.3"
"12011","2"
"12131","1"
"75/76B","763.67"
"9087","10.7"
"132","19350"
"133","144208.86"
"12013","2.5"
"12133","1"
"12012","1"
"6921","24765.51"
"8309","5692.13"
"1011","15682"
"694/7","0"
"1003","10.7"
"1002","2.9"
"1001","8.7"
"40","44558.2"
"41","15319.81"
"44","134123.61"
"45","94416.96"
"1022","80272.47"
"1021","490637.31"
"1013","18098"
"1012","2416"
"12112","1"
"8329","107111.34"
"12111","3"
"12113","3.8"
"22/27","82683.77"
"1023","570909.78"
"12123","0.8"
"12122","1"
"8199P","171119.56"
"62","570909.78"
"10/49","717030.62"
"65","3813.12"
"66","0"
"21/28","82683.77"
"20/58","717030.62"
"10/11","18550"
"10/15","182108.86"
"75","763.67"
"1003P","13.1"
"631/4","0"
"1053","9.1"
"1052","3"
"1051","7"
"12101","1"
"12103","1"
"450/3","5060.53"
"54/58","253045.1"
"630","58529.26"
"65/66B","3813.12"
"6502","0"
"691/2","24765.51"
"8329P","88040.87"
"1013P","18971"
"9903","36932.12"
"9900","1610956.82"
"9901","39981.57"
"9906","24765.51"
"9904","24765.51"
"9905","24765.51"
"42/48","534616.73"
"8279","24762.6"
"2053","609.4"
"2052","3"
"2051","607"
"440/4","134123.61"
"8169","25363"
"47/48","306076.16"
"1023P","593977.96"
"66A","0"
"8179","6687.45"
"640/8","941536.21"
"50/53","300000"
"490/1","10922.65"
"3053","610"
"3052","4"
"3051","607"
"30/36","10501.09"
"29/58","634346.85"
"17/49","534921.76"
"8199","189795.11"
"58132","1431"
"58131","240"
"694","0"
"1203","2.5"
"1323","2.5"
"1202","1"
"1322","1"
"1201","2"
"1321","2"
"67/77","12166.61"
"5803","460"
