
"Reference number","2022-20064755"
"Entity number","0673923435"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m02-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Accor Invest Belgium"
"Entity address street","de Meeûssquare"
"Entity address number","35"
"Entity postal code","1000"
"Entity city","Bruxelles"
"Entity country","Belgique"
"General assembly date","2022-06-07"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"1213","389"
"1212","152"
"1211","273"
"10032P","434.4"
"5811","181"
"5812","203"
"5813","234"
"3403","3"
"3","334689.03"
"3402","3"
"3401","1"
"8053P","589389.11"
"3431","94"
"1011","392789"
"100P","302180160"
"8052P","190130.14"
"3423","11.3"
"1003","654.5"
"3422","4"
"1002","203.1"
"3421","8"
"1001","505.2"
"10031P","273.1"
"10231P","9516646.18"
"2111","18"
"1022","3513486.59"
"1021","18539770.39"
"2103","55.8"
"3433","127.9"
"2102","10"
"1013","489303"
"3432","78"
"2101","50"
"1012","96514"
"10232P","8841910"
"1033","329330.36"
"2113","47.2"
"2112","72"
"1023","22053256.98"
"609","-13881.74"
"2133","1"
"2131","1"
"617","127076.01"
"170/4","42481068.87"
"1053","633.3"
"1052","194"
"1051","489"
"620","16094645.71"
"621","3620065.43"
"622","1526058.64"
"623","812487.2"
"624","112.29"
"8912","42481068.87"
"630","5025520.72"
"65/66B","2461059.8"
"10011","222.4"
"10012","282.8"
"640","845539.92"
"10022","158.2"
"10021","44.9"
"650","2203460.14"
"10231","10677758.04"
"10232","11375498.94"
"440/4","8419813.37"
"660","129007.78"
"1023P","18358556.18"
"66A","129007.78"
"640/8","1476135.37"
"10211","9588848.01"
"439","59631059.03"
"10212","8950922.38"
"3053","142.2"
"3052","85"
"3051","103"
"10222","2424576.56"
"10221","1088910.03"
"211","65744.83"
"8521","38565168.26"
"285/8","24066.93"
"492/3","1654318.35"
"600/8","1983547.86"
"8303","388101.33"
"8302","4075628.91"
"12132","3"
"12131","28"
"75/76B","3785.41"
"12133","29.9"
"8322","65070647.89"
"8323","1765886.85"
"130/1","6016590.07"
"12112","84"
"12111","119"
"12113","182.4"
"8583","16170"
"9431","122.83"
"12121","87"
"280","393519361.6"
"22/27","17539283.33"
"12123","98.9"
"12122","16"
"10/49","417502730.83"
"20/58","417502730.83"
"10/11","302180160"
"10/15","295225226.47"
"8123","589389.11"
"8122","124385.31"
"631/4","-4698.75"
"12101","39"
"285/8P","7896.93"
"12103","77.8"
"12102","49"
"9461","2201853.05"
"54/58","279246.51"
"1501","2.8"
"8391","432084529.86"
"1511","5474"
"8166","328492.68"
"8163","4416.96"
"8162","246475.05"
"1521","127076.01"
"8172","4075628.91"
"8173","388101.33"
"490/1","136765.75"
"1303","17"
"1301","17"
"8192","81594665.59"
"58131","234"
"8193","1877442.66"
"8191","279309.37"
"8196","624400.45"
"1319","230.31"
"1323","352.2"
"1322","153"
"1321","236"
"40/41","5603572.85"
"1341","236"
"454/9","7201563.53"
"8196P","295907.77"
"9073","1452625.21"
"9077","7201563.53"
"1103","622.1"
"1102","182"
"1343","264.1"
"1101","483"
"1342","41"
"9087","654.5"
"9088","489303"
"9086","683"
"1113","7.4"
"1112","9"
"1111","4"
"1132","3"
"1131","2"
"9098","5474"
"9097","2.8"
"8391P","432084529.86"
"1133","3.8"
"670/3","7397.47"
"10132P","243112"
"3101","88"
"280/1","393519361.6"
"10131P","210652"
"3112","67"
"3111","15"
"740","1687458.25"
"3103","100.3"
"3102","18"
"10332P","184416.28"
"450/3","1452625.21"
"751","122.83"
"3113","41.9"
"10132","273887"
"8802","42481068.87"
"10131","215416"
"1013P","453764"
"9903","-18115626.85"
"9901","-15658352.46"
"9906","-12981914.5"
"9904","-18123024.32"
"9905","-18123024.32"
"42/48","78142117.14"
"2053","104"
"2052","82"
"2051","69"
"641/8","630595.45"
"10112","204846"
"10111","187943"
"10331P","135020.29"
"652/9","257599.66"
"10121","27473"
"10122","69041"
"8852","42481068.87"
"8192P","85423819.45"
"70/76A","38213996.68"
"10332","195708.47"
"10331","133621.89"
"30/36","334689.03"
"29/58","6354274.14"
"8191P","279309.37"
"30/31","317345.89"
"1033P","319436.57"
"17/49","122277504.36"
"8193P","2261127.03"
"100","302180160"
"12031","12"
"12033","15.5"
"12032","6"
"58031","516"
"8322P","64142432.64"
"10","302180160"
"13","6016663.37"
"14","-12981914.5"
"15","10317.6"
"17","42481068.87"
"9505","145650"
"21","65744.83"
"22","279309.37"
"23","16524017.7"
"24","111555.81"
"27","624400.45"
"12011","119"
"28","393543428.53"
"60/66A","53872349.14"
"130","6016359.76"
"133","73.3"
"12013","134.3"
"12012","24"
"34","17343.14"
"12022","9"
"12021","71"
"12023","78.5"
"8323P","2008057.07"
"40","1165695.29"
"41","4437877.56"
"43","59631059.03"
"44","8419813.37"
"45","8654188.74"
"46","1408309.12"
"14P","5141109.82"
"12002","3"
"12001","14"
"60","1969666.12"
"12003","16"
"61","23223348.63"
"62","22053369.27"
"65","2461059.8"
"66","129007.78"
"21/28","411148456.69"
"10031","252.5"
"174","42481068.87"
"10032","402"
"70","33877215.89"
"72","10947"
"74","4325833.79"
"75","3785.41"
"752/9","3662.58"
"1003P","707.5"
"8521P","38565168.26"
"9113","7198.11"
"9112","2499.36"
"9351","102112127.9"
"9125","2000"
"8273","145931.11"
"9361","42481068.87"
"8272","5003844.16"
"8122P","119632.08"
"9139","7397.47"
"47/48","28746.88"
"9138","7397.47"
"9371","59631059.03"
"9146","3395700.63"
"9147","1980369.63"
"9145","3353363.4"
"9142","36393011.52"
"8053","589389.11"
"9141","36393011.52"
"8052","190130.14"
"8123P","589389.11"
"8072","4753.23"
"284/8","24066.93"
"1203","244.3"
"1202","42"
"1201","216"
"5801","88"
"67/77","7397.47"
"5802","215"
"5803","516"
