
"Reference number","2024-00096330"
"Entity number","0430160950"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","ALCANTARA"
"Entity address street","RUE DES BOUCHERS SAINT-JACQUES"
"Entity address number","2"
"Entity postal code","7500"
"Entity city","Tournai"
"Entity country","Belgique"
"General assembly date","2024-05-07"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","65240.71"
"454/9","16391.97"
"110","62500.11"
"164/5","21200"
"13","120389.12"
"14","792402.58"
"16","21200"
"17","120138.15"
"3","4000"
"1103","4"
"1102","6"
"22","346837.12"
"23","296468.64"
"24","38545.69"
"28","54.96"
"75/76B","258.51"
"132","48500"
"1113","3"
"1112","1"
"1111","3"
"1011","2295"
"1003","8"
"1002","8"
"1001","4"
"130/1","71889.12"
"40","51185.60"
"41","14055.11"
"42","42023.76"
"44","25790.12"
"45","85745.12"
"46","180"
"1022","165178.53"
"1021","53687.11"
"14P","591221.68"
"1012","7061"
"8329","995543.92"
"22/27","681851.45"
"1023","218865.64"
"12001","1"
"12003","1"
"8199P","1559648.72"
"62","218865.64"
"10/49","1360968.76"
"65","14191.40"
"21/28","681906.41"
"20/58","1360968.76"
"10/11","62500.11"
"10/15","975291.81"
"75","258.51"
"170/4","120138.15"
"1003P","8"
"8395P","54.96"
"12101","2"
"12103","6"
"12102","7"
"450/3","69353.15"
"54/58","608917.80"
"630","103765.53"
"65/66B","14191.40"
"160/5","21200"
"8329P","891778.39"
"1013P","8945"
"9903","272771.50"
"9900","626298.76"
"9901","286704.39"
"9906","792402.58"
"9904","201180.90"
"9905","201180.90"
"42/48","244338.80"
"8279","103765.53"
"2053","9"
"2052","11"
"2051","7"
"8395","54.96"
"440/4","25790.12"
"8169","117746.65"
"47/48","90599.80"
"1023P","115192.12"
"172/3","120138.15"
"66A","875.26"
"640/8","16087.94"
"490/1","903.84"
"3053","12"
"3052","5"
"3051","10"
"30/36","4000"
"29/58","679062.35"
"17/49","364476.95"
"8199","1677395.37"
"1311","71889.12"
"1323","7"
"1322","7"
"1321","3"
"67/77","71590.60"
