
"Reference number","2024-00246000"
"Entity number","0525658044"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","GHISOTEL"
"Entity address street","Avenue des Artisans"
"Entity address number","1"
"Entity postal code","7822"
"Entity city","Ghislenghien"
"Entity country","Belgique"
"General assembly date","2024-06-20"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","84104.67"
"12031","1"
"12033","1"
"1341","6"
"454/9","75188.5"
"110","158934"
"1213","4.4"
"1212","3"
"1211","2"
"8455P","0"
"8525","0"
"13","6020"
"14","-61599.62"
"15","42742.67"
"17","713651.95"
"3","11108.05"
"1103","7.6"
"1102","2"
"1343","7.6"
"1101","6"
"1342","2"
"21","0"
"22","971248.9"
"23","121902.69"
"24","26531.99"
"12011","1"
"8555","0"
"75/76B","28684.54"
"9087","14.5"
"132","20"
"133","6000"
"1113","7.2"
"1112","3"
"1111","5"
"12013","1"
"12021","2"
"1011","16717"
"1003","14.5"
"1002","5.3"
"1001","10.4"
"12023","2"
"130/1","0"
"8129P","213851.88"
"40","80032.58"
"41","4072.09"
"42","246017.31"
"43","30021.02"
"44","163639.95"
"45","77389.41"
"46","12975.3"
"8455","0"
"1022","99967.45"
"1021","520957.57"
"14P","-90562.79"
"1013","20493"
"1012","3776"
"12112","1"
"8329","886141.61"
"12111","1"
"12113","1.8"
"12121","1"
"22/27","1119683.58"
"1023","620925.02"
"12123","1.8"
"12002","2"
"12122","1"
"12001","5"
"12003","6.4"
"8199P","1953225.47"
"62","614858.25"
"10/49","1419509.95"
"8555P","0"
"65","57541.98"
"66","717.67"
"21/28","1119683.58"
"20/58","1419509.95"
"10/11","158934"
"10/15","146097.05"
"75","28684.54"
"170/4","713651.95"
"1003P","12.9"
"1053","14.8"
"1052","5"
"1051","11"
"8395P","0"
"8912","654565.7"
"8913","59086.25"
"12103","0.8"
"12102","1"
"450/3","2200.91"
"54/58","204613.65"
"630","110612.95"
"65/66B","57541.98"
"753","28066.2"
"6502","0"
"8129","236000"
"8059P","236000"
"8329P","797676.78"
"1013P","18467"
"9903","29127.56"
"9900","819549.26"
"9901","57985"
"9906","-61599.62"
"9904","28963.17"
"9905","28963.17"
"42/48","559760.95"
"8279","88464.83"
"2053","19.1"
"2052","17"
"2051","7"
"8395","0"
"892","0"
"440/4","163639.95"
"8722","0"
"8169","52599.72"
"47/48","29717.96"
"1023P","509897"
"172/3","713651.95"
"8525P","0"
"66A","717.67"
"8732","0"
"8059","236000"
"640/8","35375.39"
"3053","19"
"3052","17"
"3051","7"
"30/36","11108.05"
"29/58","299826.37"
"8079","22148.12"
"17/49","1273412.9"
"8199","2005825.19"
"430/8","30021.02"
"1311","0"
"1203","10.4"
"1323","7.2"
"1202","2"
"1322","3"
"1201","9"
"1321","5"
"902","0"
"67/77","164.39"
