
"Reference number","2022-20393370"
"Entity number","0473077413"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","SOHO RESIDENCE & MICHEL BOUCQUILLONWORKSHOP"
"Entity address street","Avenue de la Renaissance"
"Entity address number","41"
"Entity postal code","1000"
"Entity city","Bruxelles-Ville"
"Entity country","Belgique"
"General assembly date","2022-06-24"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","91447.83"
"10","62000"
"13","1053.73"
"14","-232625.11"
"24","1721.87"
"130","1053.73"
"130/1","1053.73"
"8129P","1487.36"
"40","32084.8"
"41","59363.03"
"44","20236.72"
"45","378.38"
"14P","-236887.3"
"8329","178460.32"
"22/27","1721.87"
"8199P","180182.19"
"10/49","125592.22"
"65","520.88"
"21/28","1721.87"
"20/58","125592.22"
"10/11","62000"
"10/15","-169571.38"
"450/3","378.38"
"54/58","32422.52"
"630","712.5"
"65/66B","520.88"
"8129","1487.36"
"8059P","1487.36"
"8329P","177747.82"
"9903","4264.78"
"9900","11442.58"
"9901","4785.66"
"9906","-232625.11"
"9904","4262.19"
"9905","4262.19"
"42/48","295163.6"
"8279","712.5"
"440/4","20236.72"
"47/48","274548.5"
"8059","1487.36"
"640/8","5944.42"
"29/58","123870.35"
"17/49","295163.6"
"8199","180182.19"
"100","62000"
"67/77","2.59"
