
"Reference number","2023-00004252"
"Entity number","0674700326"
"Accounting period start date","2021-07-01"
"Accounting period end date","2022-06-30"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Fines Terrae"
"Entity address street","Kruispolderstraat"
"Entity address number","9"
"Entity postal code","9981"
"Entity city","Sint-Margriete"
"Entity country","België"
"General assembly date","2022-12-20"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","11722.03"
"454/9","0"
"111","12400"
"13","204856.06"
"14","-195891.92"
"17","33743.61"
"22","13030.15"
"23","666.46"
"25","43735.58"
"75/76B","0.22"
"133","202996.06"
"130/1","1860"
"40","11722.03"
"41","0"
"42","9325.57"
"43","394.52"
"44","6581.81"
"45","8599.1"
"14P","-190868.18"
"8329","27651.59"
"22/27","57432.19"
"8199P","37019.11"
"10/49","112808.29"
"65","501.3"
"21/28","57432.19"
"20/58","112808.29"
"10/11","12400"
"10/15","21364.14"
"75","0.22"
"170/4","33743.61"
"450/3","8599.1"
"54/58","38727.06"
"630","9349.38"
"65/66B","501.3"
"8329P","18302.21"
"9903","-4942.75"
"9900","6451.64"
"9901","-4441.67"
"9906","-195891.92"
"9904","-5023.74"
"9905","-5023.74"
"42/48","57700.54"
"76A","375"
"8279","9349.38"
"440/4","6581.81"
"8169","48064.67"
"47/48","32799.54"
"172/3","33743.61"
"66A","407.06"
"640/8","1136.87"
"490/1","4927.01"
"29/58","55376.1"
"17/49","91444.15"
"8199","85083.78"
"430/8","394.52"
"1311","1860"
"67/77","80.99"
