
"Reference number","2024-00218143"
"Entity number","0421879625"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Venus Christine"
"Entity address street","Breidelstraat"
"Entity address number","3"
"Entity address box","2"
"Entity postal code","8820"
"Entity city","Torhout"
"Entity country","België"
"General assembly date","2024-06-17"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","296583.78"
"492/3","37.99"
"9500","292233.27"
"111","50000"
"13","925072.70"
"16","4867.27"
"3","161347.43"
"21","51300"
"23","7399.63"
"24","38987.09"
"26","101224.91"
"28","3800"
"75/76B","7360.95"
"132","22499.09"
"133","897573.61"
"6921","57860.48"
"130/1","5000"
"8129P","41040"
"40","4350.51"
"41","292233.27"
"43","3491"
"44","27539.72"
"45","53414.43"
"8329","171324.21"
"22/27","147611.63"
"168","4867.27"
"8199P","296656.78"
"10/49","1064423.11"
"65","2414.34"
"21/28","202711.63"
"20/58","1064423.11"
"10/11","50000"
"10/15","975072.70"
"75","7360.95"
"8395P","3800"
"450/3","53414.43"
"54/58","145298.94"
"630","32249.19"
"65/66B","2414.34"
"8129","51300"
"8059P","102600"
"691/2","57860.48"
"8329P","149335.02"
"9903","84243.87"
"9900","114196.30"
"9901","79297.26"
"9906","57860.48"
"9904","55957.14"
"9905","57860.48"
"42/48","84445.15"
"91711","104115.28"
"8279","21989.19"
"8395","3800"
"440/4","27539.72"
"8169","22279.06"
"780","634.44"
"789","1903.34"
"91611","101224.91"
"8059","102600"
"640/8","2649.85"
"50/53","255000"
"490/1","3481.33"
"30/36","161347.43"
"29/58","861711.48"
"8079","10260"
"17/49","84483.14"
"8199","318935.84"
"430/8","3491"
"1311","5000"
"91621","39662.96"
"67/77","28921.17"
