
"Reference number","2024-00467811"
"Entity number","0417001614"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m04-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","INSTITUT DES AFFAIRES CULTURELLES"
"Entity address street","Rue Amedée Lynen"
"Entity address number","8"
"Entity postal code","1210"
"Entity city","Saint-Josse-ten-Noode"
"Entity country","Belgique"
"General assembly date","2024-09-20"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Association sans but lucratif"
"40/41","18729.30"
"12031","1"
"12033","1"
"492/3","48236.08"
"1341","4"
"454/9","32159.23"
"1213","2"
"1211","2"
"14","210603.75"
"3","785"
"1103","5.6"
"1102","1"
"1343","4"
"1101","5"
"23","5050.18"
"24","33587.23"
"26","239938.93"
"12011","2"
"28","165"
"75/76B","287.44"
"9087","5"
"12013","2.6"
"12012","1"
"1011","7659"
"1003","5"
"1002","1"
"1001","4.3"
"40","11548.93"
"41","7180.37"
"44","49787.97"
"45","49566.04"
"48","1435"
"1022","25171.88"
"1021","217105.38"
"14P","151932.77"
"1013","8547"
"1012","888"
"8329","258064.09"
"12111","2"
"12113","2"
"22/27","278576.34"
"1023","242277.26"
"8199P","339627.88"
"62","242277.26"
"10/49","359628.84"
"65","4928.97"
"66","160"
"21/28","278741.34"
"20/58","359628.84"
"10/15","210603.75"
"75","287.44"
"8365","85"
"1003P","4.7"
"1053","5.6"
"1052","1"
"1051","5"
"8395P","80"
"450/3","17406.81"
"54/58","59394.21"
"630","25067.49"
"65/66B","4928.97"
"8329P","232996.60"
"1013P","5990"
"9903","59007.13"
"9900","354782.78"
"9901","63648.66"
"9906","210603.75"
"9904","58670.98"
"9905","58670.98"
"42/48","100789.01"
"8279","25067.49"
"2053","1"
"8395","165"
"2051","1"
"440/4","49787.97"
"8169","197012.55"
"1023P","173692.95"
"66A","160"
"640/8","23629.37"
"490/1","1978.99"
"30/36","785"
"29/58","80887.50"
"17/49","149025.09"
"8199","536640.43"
"1203","3.6"
"1202","1"
"1323","1.6"
"1201","3"
"1322","1"
"1321","1"
"67/77","336.15"
