
"Reference number","2023-00350096"
"Entity number","0418417319"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Bepa B&A"
"Entity address street","Eibeystraat"
"Entity address number","17"
"Entity postal code","9990"
"Entity city","Maldegem"
"Entity country","België"
"General assembly date","2023-06-03"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","69549.25"
"9500","50000"
"111","144000"
"13","627428.96"
"14","103091.41"
"16","200534.65"
"17","254655.05"
"22","1193985.4"
"23","3536.16"
"24","1176.71"
"29","50000"
"75/76B","1237.66"
"132","601603.96"
"133","19000"
"130/1","6825"
"40","63075.11"
"41","6474.14"
"42","18994.38"
"44","12224.88"
"45","172.19"
"14P","120556.54"
"8329","230571.68"
"22/27","1198698.27"
"168","200534.65"
"8199P","1429269.95"
"10/49","1361984.12"
"65","5085.77"
"21/28","1198698.27"
"20/58","1361984.12"
"291","50000"
"10/11","144000"
"10/15","874520.37"
"75","1237.66"
"170/4","254655.05"
"450/3","172.19"
"54/58","42285.71"
"630","35600.04"
"65/66B","5085.77"
"8329P","194971.64"
"9903","-47659.5"
"9900","-5379.49"
"9901","-43811.39"
"9906","103091.41"
"9904","-40110.91"
"9905","-17465.13"
"42/48","32274.05"
"8279","35600.04"
"440/4","12224.88"
"47/48","882.6"
"780","7548.59"
"789","22645.78"
"172/3","254655.05"
"91611","517740.9"
"640/8","2831.86"
"490/1","1450.89"
"29/58","163285.85"
"17/49","286929.1"
"8199","1429269.95"
"91631","236500"
"1311","6825"
"91621","137500"
"67/77","0"
