
"Reference number","2025-00212092"
"Entity number","0406088817"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Hotels Charlemagne"
"Entity address street","boulevard Charlemagne"
"Entity address number","25"
"Entity postal code","1000"
"Entity city","Bruxelles-Ville"
"Entity country","Belgique"
"General assembly date","2025-05-22"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","138853.65"
"1341","9"
"454/9","167018.91"
"1213","7.9"
"1212","1"
"1211","7"
"10","4350000"
"13","528153.05"
"14","-5328410.61"
"15","4968.28"
"16","246894.48"
"17","2200271.67"
"3","12265.52"
"1103","10.9"
"1102","1"
"1343","9"
"1101","10"
"22","1910654.47"
"23","47923.88"
"24","3193.22"
"25","77459.02"
"26","330981.61"
"12011","6"
"75/76B","3258.41"
"9087","13.9"
"130","3098.67"
"132","475475.68"
"133","49578.7"
"1113","3"
"1111","3"
"12013","6"
"1011","19045"
"1003","13.9"
"1002","1.4"
"1001","13.1"
"130/1","3098.67"
"8129P","933891.97"
"40","100847.99"
"41","38005.66"
"42","105591.61"
"44","199451.29"
"45","217815.76"
"1022","80670.78"
"1021","785066.45"
"14P","-5465112.88"
"1013","21002"
"1012","1957"
"12112","1"
"8329","7617511.12"
"12111","7"
"12113","7.9"
"22/27","2370212.2"
"168","246894.48"
"1023","865737.23"
"8199P","9566328.49"
"62","865737.23"
"10/49","2597507.07"
"65","16837.92"
"21/28","2370212.2"
"20/58","2597507.07"
"175","570865.8"
"10/11","4350000"
"10/15","-445289.28"
"75","3258.41"
"170/4","1629405.87"
"1003P","14.9"
"1053","13.9"
"1052","1"
"1051","13"
"8912","304405.87"
"8913","1895865.8"
"450/3","50796.85"
"54/58","70488.15"
"630","220649.28"
"65/66B","16837.92"
"753","2484.15"
"8129","933891.97"
"8059P","933891.97"
"8329P","7396861.84"
"1013P","20266"
"9903","54146.26"
"9900","1309778"
"9901","67725.77"
"9906","-5328410.61"
"9904","82919.01"
"9905","136702.27"
"42/48","595630.2"
"8279","220649.28"
"2053","2.4"
"2052","3"
"2051","1"
"440/4","199451.29"
"8169","421394.83"
"47/48","72771.54"
"780","28973.33"
"789","53783.26"
"1023P","809791.97"
"172/3","212405.87"
"8059","933891.97"
"640/8","155665.72"
"490/1","5687.55"
"3053","2.7"
"3052","4"
"3051","1"
"30/36","12265.52"
"29/58","227294.87"
"17/49","2795901.87"
"8199","9987723.32"
"174/0","1417000"
"100","4350000"
"1203","6"
"1323","4.9"
"1322","1"
"1201","6"
"1321","4"
"67/77","200.58"
