
"Reference number","2025-00526610"
"Entity number","0464094916"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","IN DEN HOEK MOTEL TAVERNE"
"Entity address street","Leuvensesteenweg"
"Entity address number","69"
"Entity postal code","3390"
"Entity city","Sint-Joris-Winge"
"Entity country","België"
"General assembly date","2025-06-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","399833.21"
"454/9","598.8"
"8455P","0"
"8525","0"
"10","61973.38"
"13","295512.71"
"22","1172.04"
"23","2254.99"
"28","500"
"8555","0"
"75/76B","18200.79"
"130","6197.34"
"133","289315.37"
"6921","38612.44"
"1011","358"
"1003","0.2"
"1001","0.2"
"130/1","6197.34"
"40","320"
"41","399513.21"
"42","16779.06"
"43","4062.33"
"44","4344.42"
"45","4433.57"
"8455","0"
"1021","14408.21"
"1013","358"
"8329","248168.14"
"22/27","3427.03"
"1023","14408.21"
"8199P","250901.78"
"62","14408.21"
"10/49","404007.43"
"8555P","0"
"65","2297.07"
"21/28","3927.03"
"20/58","404007.43"
"10/11","61973.38"
"10/15","357486.09"
"75","18200.79"
"1003P","1.3"
"8395P","500"
"8259","0"
"450/3","3834.77"
"54/58","247.19"
"630","795.86"
"65/66B","2297.07"
"691/2","38612.44"
"8329P","247372.28"
"1013P","1870"
"9903","57460.62"
"9900","59394.42"
"9901","41556.9"
"9906","38612.44"
"9904","38612.44"
"9905","38612.44"
"42/48","46521.34"
"8279","795.86"
"2053","17"
"2051","17"
"8395","500"
"440/4","4344.42"
"8169","693.39"
"47/48","16901.96"
"1023P","39573.5"
"8525P","0"
"640/8","2633.45"
"490/1","0"
"3053","18"
"3051","18"
"29/58","400080.4"
"17/49","46521.34"
"8199","251595.17"
"430/8","4062.33"
"8259P","0"
"100","61973.38"
"67/77","18848.18"
