
"Reference number","2023-00033325"
"Entity number","0443759954"
"Accounting period start date","2021-10-01"
"Accounting period end date","2022-09-30"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","NORCEL BELGIUM"
"Entity address street","RUE DOCTEUR HENSENNE - ALLE"
"Entity address number","32"
"Entity postal code","5550"
"Entity city","Vresse-sur-Semois"
"Entity country","Belgique"
"General assembly date","2023-02-17"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","10967.52"
"10","153813.67"
"13","2317.04"
"14","-93928.18"
"22","403452.07"
"130","2317.04"
"130/1","2317.04"
"40","7260"
"41","3707.52"
"44","2564.09"
"14P","-104067.72"
"8329","214261.21"
"22/27","403452.07"
"8199P","496553.51"
"10/49","443656.78"
"65","7418.75"
"21/28","403452.07"
"20/58","443656.78"
"10/11","153813.67"
"10/15","62202.53"
"54/58","28333.93"
"630","36435.58"
"65/66B","7418.75"
"8329P","177825.63"
"9903","10139.54"
"9900","56701.24"
"9901","17558.29"
"9906","-93928.18"
"9904","10139.54"
"9905","10139.54"
"42/48","381454.25"
"8279","36435.58"
"440/4","2564.09"
"8169","121159.77"
"47/48","378890.16"
"640/8","2707.37"
"490/1","903.26"
"29/58","40204.71"
"17/49","381454.25"
"8199","617713.28"
"100","153813.67"
