
"Reference number","2024-00289380"
"Entity number","0636901406"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","GITE DU LAC DE WARFA"
"Entity address street","Route du Lac de Warfa(SART)"
"Entity address number","46"
"Entity postal code","4845"
"Entity city","Jalhay"
"Entity country","Belgique"
"General assembly date","2024-06-29"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société privée à responsabilité limitée"
"40/41","31682.79"
"454/9","6377.38"
"111","6200"
"1213","1"
"1212","0"
"1211","1"
"14","-268287.62"
"1103","1"
"1102","0"
"1101","1"
"23","14256.77"
"26","147278.78"
"28","500"
"1011","1746"
"1003","1"
"1002","0"
"1001","1"
"40","27984.29"
"41","3698.50"
"44","3491.51"
"45","7323.22"
"46","3408"
"1022","0"
"1021","38692"
"14P","-232450.42"
"1013","1746"
"1012","0"
"12112","0"
"8329","390314.25"
"12111","1"
"12113","1"
"22/27","161535.55"
"1023","38692"
"8199P","543897.89"
"62","38692.09"
"10/49","202524.75"
"65","562.65"
"21/28","162035.55"
"20/58","202524.75"
"10/11","6200"
"10/15","-262087.62"
"1053","1"
"1052","0"
"1051","1"
"8395P","500"
"450/3","945.84"
"54/58","8806.41"
"630","57518.53"
"65/66B","562.65"
"8329P","332795.72"
"9903","-35837.20"
"9900","62587.87"
"9901","-35274.55"
"9906","-268287.62"
"9904","-35837.20"
"9905","-35837.20"
"42/48","464612.37"
"8279","57518.53"
"8395","500"
"440/4","3491.51"
"8169","7951.91"
"47/48","450389.64"
"8525P","0"
"640/8","1651.80"
"29/58","40489.20"
"17/49","464612.37"
"8199","551849.80"
"1203","0"
"1323","1"
"1202","0"
"1322","0"
"1201","0"
"1321","1"
