
"Reference number","2026-00077968"
"Entity number","0460869764"
"Accounting period start date","2024-10-01"
"Accounting period end date","2025-09-30"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","La Charbonnière"
"Entity address street","Rue de la Chapelle"
"Entity address number","20"
"Entity address box","A"
"Entity postal code","6880"
"Entity city","Cugnon (Bertrix)"
"Entity country","Belgique"
"General assembly date","2026-03-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","38375.06"
"111","6941.02"
"13","86202.58"
"14","25787.25"
"17","148194.63"
"21","0"
"22","236740.55"
"23","7338.09"
"24","20638.09"
"75/76B","56.48"
"133","84120.27"
"6921","4119.15"
"130/1","2082.31"
"8129P","1750"
"40","33464.55"
"41","4910.51"
"42","14770.66"
"44","18862.85"
"45","3161.54"
"46","450"
"14P","25787.25"
"8329","193557.21"
"22/27","264716.73"
"8199P","455274.94"
"10/49","339302.31"
"65","12403.24"
"21/28","264716.73"
"20/58","339302.31"
"10/11","6941.02"
"10/15","118930.85"
"75","56.48"
"170/4","148194.63"
"450/3","3161.54"
"54/58","23268.37"
"630","16096.17"
"65/66B","13003.24"
"8129","1750"
"8059P","1750"
"691/2","4119.15"
"8329P","177461.04"
"9903","6138.42"
"9900","51226.08"
"9901","19085.18"
"9906","29906.4"
"9904","4119.15"
"9905","4119.15"
"42/48","72176.83"
"8279","16096.17"
"440/4","18862.85"
"8169","2999"
"47/48","34931.78"
"172/3","148194.63"
"66B","600"
"8059","1750"
"640/8","16044.73"
"50/53","11472.53"
"490/1","1469.62"
"29/58","74585.58"
"17/49","220371.46"
"8199","458273.94"
"1311","2082.31"
"67/77","2019.27"
