
"Reference number","2024-00612465"
"Entity number","0567658054"
"Accounting period start date","2023-07-01"
"Accounting period end date","2024-06-30"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","JULEPY"
"Entity address street","Zwarte Nonnenstraat"
"Entity address number","20"
"Entity postal code","8630"
"Entity city","Veurne"
"Entity country","België"
"General assembly date","2024-12-04"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","3054.16"
"492/3","1740"
"110","1073476.80"
"13","216.32"
"17","305656.06"
"22","1365153.34"
"75/76B","0.01"
"133","216.32"
"6921","216.32"
"40","2654.54"
"41","399.62"
"42","31234.25"
"44","2922.30"
"45","3139.01"
"14P","-14435.24"
"8329","389006.39"
"22/27","1365153.34"
"8199P","1754159.73"
"10/49","1418384.74"
"65","4399.36"
"21/28","1365153.34"
"20/58","1418384.74"
"10/11","1073476.80"
"10/15","1073693.12"
"75","0.01"
"170/4","248081.22"
"178/9","57574.84"
"450/3","3139.01"
"54/58","49629.08"
"630","41536.74"
"65/66B","4399.36"
"691/2","216.32"
"8329P","347469.65"
"9903","17790.57"
"9900","73678.22"
"9901","22189.92"
"9906","216.32"
"9904","14651.56"
"9905","14651.56"
"42/48","37295.56"
"8279","41536.74"
"440/4","2922.30"
"172/3","248081.22"
"91611","388329.14"
"640/8","9951.56"
"490/1","548.16"
"29/58","53231.40"
"17/49","344691.62"
"8199","1754159.73"
"91621","447000"
"67/77","3139.01"
