
"Reference number","2022-20200797"
"Entity number","0436049444"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Camping des Lacs"
"Entity address street","Allée des Crocus"
"Entity address number","33"
"Entity postal code","6120"
"Entity city","Ham-sur-Heure-Nalinnes"
"Entity country","Belgique"
"General assembly date","2022-06-03"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","25647.16"
"492/3","837"
"111","30986.69"
"8455P","0"
"8525","0"
"14","-60164.18"
"3","291.04"
"26","21074.25"
"28","1130.54"
"8555","0"
"75/76B","1.4"
"8309","23715.04"
"40","8849.83"
"41","16797.33"
"44","8083.51"
"8455","0"
"14P","-66324.4"
"8329","111903.06"
"22/27","21074.25"
"8199P","155580.76"
"10/49","78150.11"
"8555P","0"
"65","2864.21"
"21/28","22204.79"
"20/58","78150.11"
"10/11","30986.69"
"10/15","-29177.49"
"75","1.4"
"8395P","3510.81"
"54/58","29946.62"
"630","4350.04"
"65/66B","2864.21"
"8385","-2380.27"
"8329P","131268.06"
"9903","6160.35"
"9900","17802.47"
"9901","9023.16"
"9906","-60164.18"
"9904","6160.22"
"9905","6160.22"
"42/48","106490.6"
"8279","4350.04"
"8395","1130.54"
"440/4","8083.51"
"8169","1111.59"
"47/48","98407.09"
"8525P","0"
"8179","23715.04"
"640/8","4429.27"
"490/1","60.5"
"30/36","291.04"
"29/58","55945.32"
"17/49","107327.6"
"8199","132977.31"
"67/77","0.13"
