
"Reference number","2025-00227425"
"Entity number","0427435151"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Quintijn-Janssens"
"Entity address street","Albert Liénartstraat"
"Entity address number","14"
"Entity postal code","9300"
"Entity city","Aalst"
"Entity country","België"
"General assembly date","2025-06-20"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","26826.4"
"110","18592.01"
"12","616000"
"13","125862.54"
"14","-203187.1"
"17","19733.18"
"22","631143.02"
"23","1940.21"
"24","3369.24"
"28","65.55"
"75/76B","0.02"
"132","11153.19"
"133","114709.35"
"8309","2247.81"
"8319","-10500"
"41","26826.4"
"42","7400.04"
"44","2734.71"
"45","155.83"
"14P","-161932.07"
"8329","653644.46"
"22/27","636452.47"
"8199P","688002.87"
"62","2.48"
"10/49","664628.39"
"65","2117.65"
"21/28","636518.02"
"20/58","664628.39"
"10/11","18592.01"
"10/15","557267.45"
"75","0.02"
"170/4","19733.18"
"1003P","0.1"
"8395P","65.55"
"8239","10500"
"8259","616000"
"450/3","155.83"
"54/58","896.99"
"630","16549.67"
"65/66B","2117.65"
"8329P","649842.6"
"1013P","248"
"9903","-41230.72"
"9900","-15492.35"
"9901","-39113.09"
"9906","-203187.1"
"9904","-41255.03"
"9905","-41255.03"
"42/48","87627.76"
"76A","2391.46"
"8279","16549.67"
"8395","65.55"
"440/4","2734.71"
"47/48","77337.18"
"172/3","19733.18"
"8179","13905.94"
"640/8","7068.59"
"490/1","386.98"
"29/58","28110.37"
"17/49","107360.94"
"8199","674096.93"
"8259P","626500"
"67/77","24.31"
