
"Reference number","2024-00139663"
"Entity number","0432523988"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Tulderheyde"
"Entity address street","Tulderheyde"
"Entity address number","25wh1"
"Entity postal code","2382"
"Entity city","Poppel"
"Entity country","België"
"General assembly date","2024-05-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","34798.29"
"10","602381.27"
"13","1014007.99"
"14","0"
"17","19886.37"
"22","1618329.21"
"23","150537.45"
"26","5393.47"
"9087","0"
"130","60238.13"
"133","953769.86"
"6921","218797.88"
"8309","63044.93"
"694/7","186361.75"
"130/1","60238.13"
"40","34798.29"
"42","59143.43"
"44","1036.2"
"45","22194.67"
"791/2","186361.75"
"8329","1675256.99"
"22/27","1774260.13"
"8199P","1777307.38"
"10/49","1898887.44"
"65","2306.12"
"66","0"
"21/28","1774260.13"
"20/58","1898887.44"
"10/11","602381.27"
"10/15","1616389.26"
"76","20814.48"
"170/4","19886.37"
"8912","19886.37"
"8259","1735254.67"
"450/3","22194.67"
"54/58","89829.02"
"630","38620.52"
"65/66B","2306.12"
"691/2","218797.88"
"8329P","1699681.4"
"9903","293517.55"
"9900","356786.47"
"9901","295823.67"
"9906","218797.88"
"9904","218797.88"
"9905","218797.88"
"42/48","262611.81"
"76A","20814.48"
"8279","38620.52"
"892","0"
"440/4","1036.2"
"47/48","180237.51"
"172/3","19886.37"
"66A","0"
"8179","63044.93"
"91611","1618329.21"
"640/8","22342.28"
"29/58","124627.31"
"17/49","282498.18"
"8199","1714262.45"
"694","186361.75"
"8259P","1735254.67"
"91621","400000"
"100","602381.27"
"902","0"
"67/77","74719.67"
