
"Reference number","2022-20032630"
"Entity number","0545953018"
"Accounting period start date","2020-09-01"
"Accounting period end date","2021-08-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Swapperz"
"Entity address street","Honoré Longtinstraat"
"Entity address number","103"
"Entity address box","02/1"
"Entity postal code","1090"
"Entity city","Jette"
"Entity country","België"
"General assembly date","2022-02-24"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","72524.98"
"9500","1484.39"
"454/9","22727.97"
"111","118600"
"1213","4.2"
"1212","6"
"14","-17906.01"
"17","572404.59"
"1103","2.2"
"1102","3"
"1343","1.6"
"1342","2"
"22","655236.54"
"23","45447.54"
"24","43528.34"
"28","1000"
"75/76B","57.42"
"1113","2.5"
"1112","4"
"12013","0.5"
"12012","1"
"1011","170"
"1003","3.6"
"1002","5.5"
"1001","0.1"
"40","53395.87"
"41","19129.11"
"42","59406.03"
"44","53535.36"
"45","22727.97"
"1022","139342.11"
"1021","4447.65"
"14P","-47864.51"
"1013","5496"
"1012","5326"
"12112","6"
"8329","173235.04"
"12113","4.2"
"22/27","744212.42"
"1023","143789.76"
"8199P","833603.86"
"62","143789.76"
"10/49","843767.94"
"65","16849.55"
"21/28","745212.42"
"20/58","843767.94"
"10/11","118600"
"10/15","100693.99"
"75","57.42"
"170/4","572404.59"
"1003P","0.6"
"1053","4.7"
"1052","7"
"8395P","1000"
"54/58","25108.04"
"630","76050.58"
"65/66B","16849.55"
"8329P","97184.46"
"1013P","1197"
"9903","29958.5"
"9900","266859.01"
"9901","46750.63"
"9906","-17906.01"
"9904","29958.5"
"9905","29958.5"
"42/48","170669.36"
"8279","76050.58"
"2053","5.1"
"2052","8"
"8395","1000"
"440/4","53535.36"
"8169","83843.6"
"47/48","35000"
"1023P","21337"
"172/3","491004.59"
"640/8","268.04"
"490/1","922.5"
"3053","3.2"
"3052","5"
"29/58","98555.52"
"17/49","743073.95"
"8199","917447.46"
"174/0","81400"
"1203","0.5"
"1323","3.1"
"1202","1"
"1322","5"
