
"Reference number","2024-00334406"
"Entity number","0450387232"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","ADAGIO"
"Entity address street","VAN BUNNENLAAN"
"Entity address number","12"
"Entity postal code","8300"
"Entity city","Knokke-Heist"
"Entity country","België"
"General assembly date","2024-06-18"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","47841.29"
"12031","1"
"12033","1"
"1341","2"
"454/9","25472.21"
"110","286750"
"1213","3.8"
"1212","3"
"1211","2"
"13","344088.58"
"1103","3.3"
"1102","2"
"1343","2.5"
"1101","2"
"1342","1"
"22","245723.87"
"23","7735.34"
"24","1586.5"
"28","425.41"
"29","90000"
"75/76B","5147.19"
"9087","5"
"133","344088.58"
"1113","1.5"
"1112","1"
"1111","1"
"6921","66327.35"
"1011","7020"
"694/7","72857.14"
"1003","5"
"1002","2.3"
"1001","3.5"
"40","622.75"
"41","47218.54"
"44","8974.23"
"45","26098.52"
"1022","69932.69"
"1021","199401.92"
"791/2","72857.14"
"1013","9482"
"1012","2462"
"12112","2"
"8329","1119474.73"
"12111","2"
"12113","3"
"22/27","255045.71"
"1023","269334.61"
"12123","0.8"
"12122","1"
"8199P","1372700.44"
"62","269334.61"
"10/49","669468.02"
"65","492.85"
"21/28","255471.12"
"20/58","669468.02"
"291","90000"
"10/11","286750"
"10/15","630838.58"
"75","5147.19"
"1003P","5.3"
"1053","4.8"
"1052","3"
"1051","3"
"8395P","425.41"
"450/3","626.31"
"54/58","276155.61"
"630","22400.66"
"65/66B","492.85"
"691/2","66327.35"
"8329P","1097074.07"
"1013P","8811"
"9903","69800.79"
"9900","366522.95"
"9901","65146.45"
"9906","66327.35"
"9904","66327.35"
"9905","66327.35"
"42/48","38629.44"
"8279","22400.66"
"2053","284.9"
"2052","31"
"2051","261"
"8395","425.41"
"440/4","8974.23"
"8169","1820"
"47/48","3556.69"
"1023P","224708.61"
"640/8","9641.23"
"3053","287.1"
"3052","32"
"3051","262"
"29/58","413996.9"
"17/49","38629.44"
"8199","1374520.44"
"694","72857.14"
"1203","1"
"1323","2.3"
"1322","2"
"1201","1"
"1321","1"
"67/77","3473.44"
