
"Reference number","2022-20480970"
"Entity number","0468604228"
"Accounting period start date","2021-04-01"
"Accounting period end date","2022-03-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","THERMIDOR"
"Entity address street","Rue du Morimont"
"Entity address number","45"
"Entity postal code","1341"
"Entity city","Céroux-Mousty"
"Entity country","Belgique"
"General assembly date","2022-09-05"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","31785.8"
"492/3","710.6"
"454/9","3234.64"
"111","20000"
"1213","0.5"
"1212","1"
"13","252944.28"
"16","28484.6"
"17","181228.82"
"1103","1"
"1101","1"
"22","532947.39"
"23","886.17"
"24","2772.2"
"12011","1"
"28","835.65"
"75/76B","0.82"
"132","55318.4"
"133","195625.88"
"1113","0.5"
"1112","1"
"12013","1"
"6921","33480.93"
"1011","588"
"1003","0.6"
"1002","0.8"
"1001","0.2"
"130/1","2000"
"40","31785.8"
"42","38079.08"
"43","1082.33"
"44","21622.29"
"45","17590.89"
"46","6773.54"
"1013","1148"
"1012","560"
"12112","1"
"8329","573872.27"
"12113","0.5"
"22/27","536605.76"
"168","28484.6"
"8199P","1083425.08"
"62","19110.22"
"10/49","584314.85"
"65","6647.54"
"21/28","537441.41"
"20/58","584314.85"
"10/11","20000"
"10/15","272944.28"
"75","0.82"
"170/4","181228.82"
"1003P","0.3"
"1053","1.5"
"1052","1"
"1051","1"
"8395P","835.65"
"450/3","14356.25"
"54/58","14150.95"
"630","36884.62"
"65/66B","6647.54"
"691/2","33480.93"
"8329P","536987.65"
"1013P","100"
"9903","40859.7"
"9900","107967.56"
"9901","47506.42"
"9906","33480.93"
"9904","30226.91"
"9905","33480.93"
"42/48","100946.55"
"76A","71.15"
"8279","36884.62"
"2053","9.8"
"2052","4"
"2051","8"
"8395","835.65"
"440/4","21622.29"
"8169","27052.95"
"47/48","15798.42"
"780","1675.57"
"789","3254.02"
"172/3","181228.82"
"66A","316.64"
"91611","532947.39"
"640/8","4149.66"
"490/1","936.69"
"3053","8.4"
"3052","3"
"3051","7"
"29/58","46873.44"
"17/49","282885.97"
"8199","1110478.03"
"91631","363000"
"430/8","1082.33"
"1311","2000"
"91621","79325.93"
"1203","1"
"1323","1.5"
"1322","1"
"1201","1"
"1321","1"
"67/77","12308.36"
