
"Reference number","2025-00025262"
"Entity number","0473710188"
"Accounting period start date","2023-07-01"
"Accounting period end date","2024-06-30"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","In den Paardenhandel"
"Entity address street","Nijverheidsstraat"
"Entity address number","15"
"Entity postal code","2570"
"Entity city","Duffel"
"Entity country","België"
"General assembly date","2024-12-31"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","25730.87"
"1341","1"
"454/9","5594.06"
"1213","1"
"1211","1"
"11","73600"
"14","-516994.02"
"1103","1"
"1343","1"
"1101","1"
"22","246579.39"
"23","434.48"
"24","762.43"
"28","400"
"75/76B","25.01"
"9087","1.3"
"1011","1557"
"1003","1.3"
"1002","0.3"
"1001","1.1"
"40","6857.93"
"41","18872.94"
"44","2074.63"
"45","6087.56"
"46","25489"
"1022","9979.14"
"1021","37989.05"
"14P","-525555.98"
"1013","1966"
"1012","409"
"8329","491859.76"
"22/27","247776.3"
"1023","47968.19"
"8199P","738769.12"
"62","47968.19"
"10/49","299257.5"
"65","349.39"
"21/28","248176.3"
"20/58","299257.5"
"10/11","73600"
"10/15","-443394.02"
"75","25.01"
"1003P","1"
"1053","1"
"1051","1"
"8395P","400"
"12101","1"
"12103","1"
"450/3","493.5"
"54/58","25350.33"
"630","37295.79"
"65/66B","349.39"
"8329P","454563.97"
"1013P","1813"
"9903","8561.96"
"9900","96431.16"
"9901","8886.34"
"9906","-516994.02"
"9904","8561.96"
"9905","8561.96"
"42/48","742651.52"
"8279","37295.79"
"2053","25.7"
"2052","1"
"2051","25"
"8395","400"
"440/4","2074.63"
"8169","866.94"
"47/48","709000.33"
"1023P","46112.71"
"640/8","2280.84"
"1109/19","73600"
"3053","25.7"
"3052","1"
"3051","25"
"29/58","51081.2"
"17/49","742651.52"
"8199","739636.06"
