
"Reference number","2024-00270550"
"Entity number","0657886365"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","HOTEL DEVELOPMENT CITY CENTER"
"Entity address street","Drongenplein"
"Entity address number","26"
"Entity address box","D"
"Entity postal code","9031"
"Entity city","Drongen"
"Entity country","België"
"General assembly date","2024-06-28"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","83872.53"
"492/3","273265.54"
"1341","4"
"454/9","138295.44"
"58032","956"
"58031","2393"
"1213","17.9"
"1212","7"
"1333","1"
"1211","13"
"1331","1"
"5811","9"
"5812","111"
"5813","4889"
"10","61500"
"13","1324.96"
"14","-371399.46"
"3","29707.73"
"1103","13.7"
"1102","8"
"1101","8"
"1343","4.8"
"1342","1"
"5821","2"
"5822","77"
"5823","3374"
"21","4747.17"
"23","49619.51"
"24","1098.66"
"25","2516.28"
"26","67981.13"
"12132","1"
"28","663"
"75/76B","9.91"
"9087","18.8"
"130","1324.96"
"1113","10.9"
"1112","1"
"1111","10"
"12013","1.7"
"12133","0.9"
"12012","2"
"5831","2"
"5832","46"
"5833","5536"
"5851","2"
"12021","4"
"1011","25920"
"1003","18.8"
"1002","6.8"
"1001","14"
"12023","4"
"130/1","1324.96"
"8129P","1330.37"
"40","75591.34"
"41","8281.19"
"42","2435.43"
"44","302766.21"
"45","192128.18"
"1022","212551.61"
"1021","702457.08"
"14P","-431776.06"
"1013","32837"
"1012","6917"
"12112","3"
"5852","897"
"8329","1907892.50"
"12111","11"
"5853","5706"
"12113","12.7"
"12121","2"
"22/27","121215.58"
"1023","915008.69"
"12123","3.6"
"12001","1"
"12122","2"
"12003","1"
"8199P","1968788.40"
"10/49","515925.34"
"62","915008.69"
"65","3377.27"
"21/28","126625.75"
"20/58","515925.34"
"70","3397623.25"
"10/11","61500"
"10/15","-308574.50"
"75","9.91"
"1003P","17.9"
"1053","24.6"
"1052","9"
"1051","18"
"8395P","1113"
"12103","0.7"
"12102","1"
"450/3","53832.74"
"54/58","266489.08"
"630","211372.70"
"65/66B","3377.27"
"8129","2887.61"
"8059P","3684"
"8386","-450"
"8329P","1698077.04"
"8029","3950.78"
"1013P","31750"
"9903","60541"
"9900","1446698.17"
"9901","63908.36"
"9906","-371399.46"
"9904","60376.60"
"9905","60376.60"
"60/61","2110533.14"
"42/48","551234.30"
"8279","209815.46"
"2053","1191.7"
"2052","2"
"8395","663"
"2051","1190"
"440/4","302766.21"
"8169","60319.68"
"47/48","53904.48"
"1023P","802291.24"
"8059","7634.78"
"640/8","256408.42"
"490/1","9230.25"
"3053","1191.8"
"3052","1"
"3051","1191"
"30/36","29707.73"
"29/58","389299.59"
"1303","1.8"
"1302","1"
"1301","1"
"8079","1557.24"
"17/49","824499.84"
"8199","2029108.08"
"58132","1914"
"58131","2975"
"100","61500"
"1203","6.7"
"1202","2"
"1323","17"
"1201","5"
"1322","7"
"1321","12"
"67/77","164.40"
"5801","3"
"5802","68"
"5803","3349"
