
"Reference number","2022-20401861"
"Entity number","0446110522"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Park Merlo"
"Entity address street","Jagersstraat"
"Entity address number","15"
"Entity postal code","8200"
"Entity city","Sint-Andries"
"Entity country","België"
"General assembly date","2022-06-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","44518.02"
"492/3","1020.84"
"10","357000"
"13","122923.62"
"21","0"
"22","70618.27"
"23","9012.15"
"24","209.57"
"75/76B","45.26"
"130","35700"
"132","15043.19"
"133","72180.43"
"6921","3772.17"
"130/1","35700"
"8129P","1000"
"40","10313.74"
"41","34204.28"
"44","23552"
"45","577.22"
"46","800"
"8329","937541.65"
"22/27","79839.99"
"8199P","1017381.64"
"10/49","514899.82"
"65","2816.22"
"21/28","79839.99"
"20/58","514899.82"
"10/11","357000"
"10/15","479923.62"
"75","45.26"
"450/3","577.22"
"54/58","130127.03"
"630","26751.95"
"65/66B","2816.22"
"8129","1000"
"8059P","1000"
"691/2","3772.17"
"8329P","910789.7"
"9903","4149.39"
"9900","36452.55"
"9901","6920.35"
"9906","3772.17"
"9904","3772.17"
"9905","3772.17"
"42/48","33955.36"
"8279","26751.95"
"440/4","23552"
"47/48","9026.14"
"8059","1000"
"640/8","2780.25"
"50/53","258766.09"
"490/1","1648.69"
"29/58","435059.83"
"17/49","34976.20"
"8199","1017381.64"
"100","357000"
"67/77","377.22"
