
"Reference number","2022-20189747"
"Entity number","0548932502"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Hotel Albert 1"
"Entity address street","Koning Albert I-laan"
"Entity address number","2"
"Entity postal code","8000"
"Entity city","Brugge"
"Entity country","België"
"General assembly date","2022-06-20"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","13767.1"
"9500","12905.27"
"454/9","2056.19"
"9062","543869.38"
"111","828000"
"1213","1.2"
"1212","2"
"14","-243840.26"
"17","470379.09"
"1103","1.2"
"1102","2"
"21","12643.32"
"22","983293.1"
"23","80278.34"
"24","5805.69"
"28","130"
"75/76B","806.52"
"9087","1.2"
"1003","1.2"
"1002","2"
"8129P","290546.28"
"41","13767.1"
"42","73490.29"
"43","7464.07"
"44","17864.8"
"45","3129.05"
"1022","12914.7"
"14P","-218779.02"
"1013","600"
"1012","600"
"8329","1265880.97"
"22/27","1069377.13"
"1023","12914.7"
"8199P","2334051.75"
"62","12914.7"
"10/49","1156487.04"
"65","12556.52"
"21/28","1082150.45"
"20/58","1156487.04"
"175","1731.76"
"10/11","828000"
"10/15","584159.74"
"75","806.52"
"170/4","468647.33"
"1003P","1.3"
"1053","1.2"
"1052","2"
"8395P","130"
"8912","328201.26"
"8913","142177.83"
"12103","1.2"
"12102","2"
"450/3","1072.86"
"54/58","59312.58"
"630","54438.66"
"65/66B","12556.52"
"8129","296867.96"
"8922","543869.38"
"8059P","309511.28"
"8329P","1217763.99"
"1013P","996"
"9903","-24872.05"
"9900","67079.33"
"9901","-13122.05"
"9906","-243840.26"
"9904","-25061.24"
"9905","-25061.24"
"42/48","101948.21"
"8279","48116.98"
"8395","130"
"892","543869.38"
"440/4","17864.8"
"8169","1206.35"
"1023P","16646.47"
"172/3","468647.33"
"91611","983293.1"
"8059","309511.28"
"640/8","12848.02"
"490/1","1256.91"
"29/58","74336.59"
"8079","6321.68"
"17/49","572327.3"
"8199","2335258.1"
"430/8","7464.07"
"91621","785000"
"1323","1.2"
"1322","2"
"67/77","189.19"
