
"Reference number","2023-00162082"
"Entity number","0627870508"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","LANDERSCHAPSBEHEER"
"Entity address street","WAALSESTRAAT"
"Entity address number","12"
"Entity postal code","8000"
"Entity city","Brugge"
"Entity country","België"
"General assembly date","2023-05-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","13962.09"
"111","20000"
"14","-46041.73"
"17","259605.98"
"22","231888.97"
"23","547.14"
"24","17372.52"
"75/76B","8.18"
"40","13950.72"
"41","11.37"
"42","23557.71"
"44","5381.43"
"45","3329.59"
"14P","-72652.62"
"8329","190904.08"
"22/27","249808.63"
"1023","334.21"
"8199P","431361.06"
"62","334.21"
"10/49","272079.09"
"65","6994.69"
"21/28","249808.63"
"20/58","272079.09"
"10/11","20000"
"10/15","-26041.73"
"170/4","259605.98"
"1003P","0.1"
"450/3","3329.59"
"54/58","7701.36"
"630","26212.13"
"65/66B","7104.16"
"8329P","164691.95"
"1013P","80"
"9903","26610.89"
"9900","64065.31"
"9901","33706.87"
"9906","-46041.73"
"9904","26610.89"
"9905","26610.89"
"42/48","38514.84"
"76B","8.18"
"8279","26212.13"
"440/4","5381.43"
"8169","9351.65"
"47/48","6246.11"
"1023P","2359.62"
"172/3","226278.37"
"66B","109.47"
"640/8","3812.1"
"490/1","607.01"
"29/58","22270.46"
"17/49","298120.82"
"8199","440712.71"
"174/0","33327.61"
