
"Reference number","2022-20399422"
"Entity number","0472487790"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","RECREATIECENTRUM BREEBOS"
"Entity address street","Merskplassesteenweg"
"Entity address number","104"
"Entity postal code","2310"
"Entity city","Rijkevorsel"
"Entity country","België"
"General assembly date","2022-06-20"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","1348625.9"
"492/3","221046.18"
"1341","2"
"454/9","44319.66"
"9062","3289597.19"
"1213","4.6"
"1212","3"
"1211","3"
"10","140000"
"12","1758634.26"
"13","828673.82"
"17","1717265.54"
"3","555114.97"
"1103","7.5"
"1102","5"
"1343","3.3"
"1101","5"
"1342","2"
"21","45085.32"
"22","3529101.67"
"23","909454.22"
"24","26186.89"
"25","11867.78"
"26","24519.29"
"28","1570684.28"
"29","10000"
"75/76B","61606.09"
"9087","11"
"130","14000"
"133","814673.82"
"6921","305753.59"
"1011","16638"
"1003","11"
"1002","4.3"
"1001","8.8"
"130/1","14000"
"8129P","293548.23"
"40","468446.19"
"41","880179.71"
"42","620654.2"
"43","951677.45"
"44","1024084.02"
"45","159603.75"
"46","237410"
"1022","72759.05"
"1021","344999.97"
"1013","20147"
"1012","3509"
"8329","5861584.72"
"22/27","4501129.85"
"1023","417759.02"
"12002","2"
"12001","2"
"12003","2.9"
"8199P","8047748.3"
"62","417759.02"
"10/49","8255677.65"
"65","107054.56"
"21/28","6116899.45"
"20/58","8255677.65"
"290","10000"
"10/11","140000"
"10/15","2727308.08"
"75","61606.09"
"170/4","1717265.54"
"1003P","14.7"
"1053","7.5"
"1052","5"
"1051","5"
"8395P","1570684.28"
"12101","3"
"8912","1528427.59"
"8913","188837.95"
"12103","4.6"
"12102","3"
"8259","1758634.26"
"450/3","115284.09"
"54/58","224774.14"
"630","382037.7"
"65/66B","107054.56"
"8129","320499.06"
"8922","3289597.19"
"8059P","365584.38"
"691/2","305753.59"
"8329P","5506497.85"
"1013P","18724"
"9903","369702.27"
"9900","1291132.2"
"9901","415150.74"
"9906","305753.59"
"9904","300795.6"
"9905","305753.59"
"42/48","3590057.85"
"8279","355086.87"
"2053","1288.7"
"2052","3"
"2051","1287"
"8395","1570684.28"
"892","3289597.19"
"440/4","1024084.02"
"8169","556332.01"
"47/48","596628.43"
"789","4957.99"
"1023P","451550.5"
"172/3","1717265.54"
"91611","3529101.67"
"8059","365584.38"
"640/8","76184.74"
"490/1","263.19"
"3053","1290.1"
"3052","3"
"3051","1288"
"30/36","555114.97"
"29/58","2138778.2"
"8079","26950.83"
"17/49","5528369.57"
"8199","8604080.31"
"430/8","951677.45"
"8259P","1758634.26"
"91621","427303.71"
"9295","863470.26"
"100","140000"
"1203","2.9"
"1323","4.2"
"1202","2"
"1322","3"
"1201","2"
"1321","3"
"67/77","68906.67"
