
"Reference number","2023-00527077"
"Entity number","0500495848"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m02-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","STAG BELGIUM"
"Entity address street","Avenue Louise"
"Entity address number","71"
"Entity postal code","1050"
"Entity city","Ixelles"
"Entity country","Belgique"
"General assembly date","2023-12-12"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"1213","38.6"
"1212","2"
"1211","37"
"10032P","57.3"
"5811","8"
"5812","20"
"5813","494.3"
"3403","1"
"3","138248.56"
"3401","1"
"8053P","1133003.49"
"3431","53"
"1011","180574"
"100P","250000"
"3423","56.3"
"1003","137.5"
"3422","7"
"1002","5.6"
"3421","51"
"1001","133.3"
"10031P","101.1"
"10231P","2998262"
"2111","48"
"1022","355993.11"
"1021","5823883.53"
"2103","25"
"3433","55.2"
"1013","185175"
"3432","3"
"2101","25"
"1012","4601"
"10232P","1604308"
"1033","37179.52"
"2113","47.4"
"2112","1"
"1023","6179876.64"
"609","-41326.65"
"8901","209523.81"
"8902","838095.28"
"617","147295.4"
"8903","1676190.48"
"1053","114.6"
"1052","1"
"1051","114"
"620","4369289.35"
"621","1132497.86"
"623","678089.43"
"624","37179.52"
"8912","838095.28"
"8913","1676190.48"
"630","1128902.62"
"65/66B","695291.35"
"10011","87.5"
"10012","45.8"
"640","712075.79"
"10022","5"
"10021","0.6"
"664/7","4662036"
"650","680080.09"
"10231","4182540"
"10232","1997336.64"
"440/4","1206309.52"
"1023P","4602570"
"66A","112036"
"640/8","712075.79"
"439","17382469.29"
"3053","112.5"
"3052","10"
"3051","105"
"212","10941.00"
"285/8","13222.89"
"492/3","5409789.89"
"600/8","1726370.12"
"12132","0"
"12131","11"
"75/76B","5089.05"
"12133","11"
"8321","9222.51"
"8322","3313070.49"
"8323","6532475.03"
"8324","0"
"12111","10"
"12113","10"
"12121","12"
"22/27","2257474.89"
"12123","12.8"
"12122","1"
"10/49","6597041.33"
"20/58","6597041.33"
"10/11","250000"
"10/15","-23255251.48"
"8123","1122062.49"
"178/9","2514285.76"
"12101","4"
"285/8P","16978.74"
"12103","4.8"
"12102","1"
"9461","599380.27"
"54/58","1182511.52"
"1501","3"
"1511","5887"
"8162","120963.91"
"1521","147295.4"
"490/1","650789.69"
"1303","4"
"1301","4"
"8192","4283638.42"
"58131","494.3"
"8193","7816712.99"
"8191","11891.51"
"8194","0"
"1323","61.8"
"1322","1"
"1321","61"
"40/41","2343852.78"
"1341","48"
"454/9","1891791.85"
"1333","1"
"1331","1"
"9073","221586.06"
"9077","1891791.85"
"1103","108.6"
"1102","2"
"1343","48.8"
"1101","107"
"1342","1"
"9087","137.5"
"9088","185175"
"9086","115"
"1113","7"
"1112","0"
"1111","7"
"9098","588747"
"9097","3"
"10132P","41810"
"3101","62"
"10131P","73028"
"6620","-4550000"
"3112","3"
"3111","42"
"3103","67.3"
"3102","7"
"10332P","7206"
"450/3","221586.06"
"3113","44.2"
"10132","65993"
"10131","119182"
"1013P","114838"
"3133","1"
"3131","1"
"760","739"
"9903","15080.75"
"9901","705283.05"
"9906","-23541488.05"
"9904","15080.75"
"9905","15080.75"
"42/48","21928217.16"
"76A","739"
"2053","72.4"
"2052","2"
"2051","73"
"10112","61680"
"10111","118894"
"10331P","12293"
"652/9","15211.26"
"95063","8610.5"
"10121","288"
"10122","4313"
"8192P","4162674.51"
"70/76A","20353713.67"
"10332","13068.23"
"10331","24111.29"
"30/36","138248.56"
"29/58","4315402.55"
"8191P","11891.51"
"30/31","48537.04"
"1033P","19499"
"17/49","29852292.81"
"8633","-3755.85"
"8194P","0"
"8193P","7816712.99"
"100","250000"
"12031","7"
"12033","7"
"58031","1728.4"
"8322P","2836905.43"
"10","250000"
"14","-23541488.05"
"15","36236.57"
"17","2514285.76"
"9505","41250"
"8321P","8032.51"
"21","10941"
"22","2669"
"23","970567.93"
"24","1284237.96"
"12011","41"
"28","13222.89"
"60/66A","19648430.62"
"12013","41"
"8324P","0"
"34","89711.52"
"12021","23"
"12023","23"
"8323P","5880927.47"
"40","2113401.31"
"41","230451.47"
"42","209523.81"
"43","17382469.29"
"44","1206309.52"
"45","2113377.91"
"46","1016536.63"
"14P","-23556568.80"
"12001","6"
"60","1685043.47"
"12003","6"
"61","9793316.58"
"62","6217056.16"
"65","695291.35"
"66","112036"
"21/28","2281638.78"
"10031","87.9"
"10032","49.6"
"70","19815926.01"
"74","537048.66"
"75","5089.05"
"76","739"
"752/9","5089.05"
"1003P","158.4"
"9351","17382469.29"
"8273","651547.56"
"8271","1190"
"8272","476165.06"
"9371","17382469.29"
"9146","2419854.70"
"9147","1226436.89"
"9145","1341038.74"
"9142","18234542.46"
"8053","1133003.49"
"9141","18234542.46"
"8123P","1122801.49"
"284/8","13222.89"
"8083","739"
"1203","77"
"1201","77"
"5801","6"
"5802","57"
"5803","1728.4"
