
"Reference number","2022-20038749"
"Entity number","0477186946"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","HOTEL CORDOEANIER"
"Entity address street","Cordoeaniersstraat"
"Entity address number","16 - 18"
"Entity postal code","8000"
"Entity city","Brugge"
"Entity country","België"
"General assembly date","2022-05-02"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","6568.83"
"492/3","16938.87"
"1341","1"
"454/9","11082"
"58032","194"
"9062","90233.33"
"111","25000"
"1213","4"
"1212","0"
"1211","4"
"8525","0"
"5813","395"
"13","68027.14"
"14","0"
"17","72391.09"
"3","41446.82"
"1103","4"
"1343","1"
"1101","4"
"23","29638.44"
"24","10952.52"
"26","90466.04"
"12011","1"
"28","1174.8"
"75/76B","296.72"
"9087","4"
"133","65527.14"
"1113","1"
"1111","1"
"6921","65527.14"
"1011","4592"
"1003","4"
"1002","0.5"
"1001","3.6"
"130/1","2500"
"8129P","6197.34"
"40","6568.83"
"41","0"
"42","17842.24"
"44","41624.98"
"45","33861.76"
"46","25454.18"
"1022","3371.22"
"1021","109002.62"
"14P","-11095.68"
"791/2","0"
"1013","4749"
"1012","157"
"8329","491603.98"
"12111","1"
"12113","1"
"22/27","131057"
"1023","112373.84"
"12001","1"
"8199P","570154.99"
"62","112373.84"
"10/49","352560.05"
"65","3849.32"
"21/28","132231.8"
"20/58","352560.05"
"10/11","25000"
"10/15","93027.14"
"75","296.72"
"8365","300"
"170/4","72391.09"
"1003P","4.1"
"1053","5"
"1052","0"
"1051","5"
"8395P","874.8"
"12101","3"
"8912","72391.09"
"12103","3"
"450/3","22779.76"
"54/58","172312.6"
"630","38449.51"
"65/66B","3849.32"
"6502","0"
"8129","6197.34"
"8922","90233.33"
"8059P","6197.34"
"691/2","65527.14"
"8329P","453154.47"
"1013P","3254"
"9903","76622.82"
"9900","249800.27"
"9901","80175.42"
"9906","65527.14"
"9904","76622.82"
"9905","76622.82"
"42/48","170202.95"
"8279","38449.51"
"2053","14"
"2051","14"
"8395","1174.8"
"892","90233.33"
"440/4","41624.98"
"8169","52505.99"
"47/48","51419.79"
"1023P","78739.91"
"172/3","57391.09"
"8059","6197.34"
"640/8","18801.5"
"490/1","0"
"3053","12.8"
"3052","1"
"3051","12"
"30/36","41446.82"
"29/58","220328.25"
"17/49","259532.91"
"8199","622660.98"
"58132","395"
"1311","2500"
"174/0","15000"
"1203","0"
"1323","4"
"1202","0"
"1201","2"
"1321","4"
"5803","194"
