
"Reference number","2025-00221596"
"Entity number","0400749857"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Sofibo"
"Entity address street","Bergensesteenweg"
"Entity address number","12"
"Entity postal code","1600"
"Entity city","Sint-Pieters-Leeuw"
"Entity country","België"
"General assembly date","2025-06-07"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","5.38"
"110","20451.21"
"13","1264.16"
"14","-39360.34"
"133","1264.16"
"41","5.38"
"44","387.34"
"14P","-38355.27"
"10/49","305.95"
"65","444.93"
"20/58","305.95"
"10/11","20451.21"
"10/15","-17644.97"
"54/58","300.57"
"65/66B","444.93"
"9903","-1005.07"
"9900","-172.80"
"9901","-560.14"
"9906","-39360.34"
"9904","-1005.07"
"9905","-1005.07"
"42/48","17950.92"
"440/4","387.34"
"47/48","17563.58"
"640/8","387.34"
"29/58","305.95"
"17/49","17950.92"
