
"Reference number","2022-20228432"
"Entity number","0425555727"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m02-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","HOTEL PLAZA BRUSSELS"
"Entity address street","BOULEVARD ADOLPHE MAX"
"Entity address number","118-126"
"Entity postal code","1000"
"Entity city","Bruxelles"
"Entity country","Belgique"
"General assembly date","2022-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"1213","41"
"1212","9"
"1211","35"
"10032P","44.8"
"3403","2.5"
"3","89564.52"
"3402","1"
"3401","2"
"5821","6"
"5822","70"
"5823","1750"
"5831","5"
"5832","65"
"5833","1625"
"3431","8"
"1011","36343"
"100P","2630000"
"8052P","615037.28"
"1003","95.5"
"1002","10.7"
"1001","88.4"
"10031P","57.7"
"10231P","1573859.94"
"2111","1"
"1022","161742.03"
"1021","1568775.87"
"3433","8.8"
"1013","38418"
"3432","1"
"1012","2075"
"10232P","134560.10"
"1033","23172.29"
"2113","1"
"1023","1730517.90"
"609","22551.25"
"8902","654573.89"
"617","6603.62"
"1053","88"
"1052","9"
"1051","82"
"620","1357563.60"
"621","225533.12"
"623","147421.18"
"8912","654573.89"
"630","907813.28"
"65/66B","25779.22"
"10011","52.1"
"10012","36.3"
"640","129398.09"
"10022","9.7"
"10021","1"
"650","16314.67"
"10231","941796.10"
"10232","788721.80"
"440/4","302717.48"
"1023P","1708420.04"
"640/8","129398.09"
"10211","901504.83"
"10212","667271.04"
"3053","11.3"
"3052","2"
"3051","10"
"10222","121450.76"
"10221","40291.27"
"450","112.54"
"211","14669.52"
"492/3","61922.34"
"600/8","385803.41"
"8303","13933.88"
"12132","1"
"12131","8"
"75/76B","284539.27"
"12133","8.8"
"8322","2421240.82"
"8325","16940425.07"
"8323","3206289.03"
"8324","402912.91"
"130/1","35872.13"
"12112","3"
"12111","15"
"12113","16.2"
"12121","10"
"22/27","3823036.22"
"12123","14"
"12122","5"
"10/49","5149345.57"
"20/58","5149345.57"
"8593","4994.13"
"10/11","2630000"
"10/15","1072344.93"
"8122","600367.76"
"178/9","654573.89"
"12101","2"
"285/8P","4994.13"
"12103","2"
"9461","3565.12"
"54/58","581053.07"
"1501","0.1"
"1511","204"
"8165","860"
"8163","803.61"
"8162","5387.90"
"1521","6603.62"
"8173","13933.88"
"490/1","60918.93"
"1303","3"
"1301","3"
"8192","2796582.42"
"8193","3373866.04"
"8194","402912.91"
"8195","20220542.68"
"1323","62"
"1322","4"
"1321","60"
"40/41","580103.31"
"1341","19"
"454/9","530730.05"
"9073","21457.56"
"9077","530730.05"
"1103","88"
"1102","9"
"1343","23"
"1101","82"
"1342","5"
"8195P","20219682.68"
"9087","95.5"
"9088","38418"
"9086","91"
"9098","204"
"9097","0.1"
"670/3","1014.30"
"10132P","19212"
"3101","9"
"10131P","28903"
"3111","1"
"740","215799.65"
"3103","10.3"
"3102","2"
"10332P","4374.60"
"450/3","21570.10"
"751","1169.40"
"3113","1"
"10132","17016"
"10131","21402"
"1013P","48115"
"9903","-1134031.60"
"9901","-1392791.65"
"9906","-1801071.68"
"9904","-1135045.90"
"9905","-1135045.90"
"42/48","3360504.41"
"91711","272683"
"2053","1"
"2051","1"
"10112","15458"
"10111","20885"
"10331P","6461.26"
"652/9","9464.55"
"10121","517"
"10122","1558"
"8192P","2791194.52"
"70/76A","3257031.42"
"10332","10445.14"
"10331","12727.15"
"29/58","1311639.83"
"30/36","89564.52"
"30/31","41151.78"
"1033P","10835.86"
"17/49","4077000.64"
"430/8","1750000"
"8194P","402912.91"
"8193P","3386996.31"
"100","2630000"
"12031","5"
"9503","203713.32"
"12033","5"
"8322P","2274660.55"
"10","2630000"
"13","35872.13"
"14","-1801071.68"
"15","207544.48"
"17","654573.89"
"9505","13091.66"
"21","14669.52"
"23","375341.60"
"24","167577.01"
"26","3280117.61"
"12011","24"
"60/66A","4649823.07"
"130","35872.13"
"12013","24"
"8324P","402912.91"
"34","48412.74"
"12021","17"
"12023","17"
"8323P","3108145.89"
"40","343035.43"
"41","237067.88"
"43","1750000"
"44","302717.48"
"45","552300.15"
"46","755486.78"
"14P","-666025.78"
"12001","1"
"60","408354.66"
"12003","1"
"61","1473739.14"
"62","1730517.90"
"8325P","16301058.36"
"65","25779.22"
"21/28","3837705.74"
"10031","52.9"
"10032","42.6"
"70","2695489.50"
"74","561541.92"
"75","284539.27"
"752/9","283369.87"
"1003P","102.5"
"9351","654573.89"
"9125","283220.07"
"8275","639366.71"
"8273","112077.02"
"8272","146580.27"
"9361","654573.89"
"8122P","590578.48"
"9135","1014.30"
"9134","1014.30"
"9146","263163.19"
"9147","114001.75"
"9145","211422.60"
"9142","2506851.69"
"8052","615037.28"
"9141","2519843.27"
"8072","9789.28"
"1203","47"
"1201","47"
"67/77","1014.30"
