
"Reference number","2026-00123458"
"Entity number","0404163465"
"Accounting period start date","2025-01-01"
"Accounting period end date","2025-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","KEMPENVRIENDEN(DE) BVBA"
"Entity address street","ZANDDIJK"
"Entity address number","62"
"Entity address box","A"
"Entity postal code","2480"
"Entity city","Dessel"
"Entity country","België"
"General assembly date","2026-05-05"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","188945.84"
"454/9","7185.27"
"11","18592.01"
"13","524478.78"
"14","494.36"
"17","153534.83"
"3","9839.82"
"22","333309.96"
"23","81624.31"
"24","9410.56"
"75/76B","1972.08"
"133","522619.58"
"1113","0.6"
"1112","1"
"12013","0.6"
"12012","1"
"6921","73285"
"1011","6506"
"694/7","12200"
"1003","3.7"
"1002","0.7"
"1001","3.3"
"130/1","1859.2"
"40","167211.36"
"41","21734.48"
"42","71409.94"
"44","43686.22"
"45","67408.82"
"46","3235.45"
"1022","17674.39"
"1021","134964.23"
"14P","493.33"
"791/2","12200"
"1013","7358"
"1012","852"
"8329","1464381.56"
"22/27","424344.83"
"1023","152638.62"
"8199P","1821930.49"
"62","152638.62"
"10/49","894430.41"
"65","11623.02"
"21/28","424344.83"
"20/58","894430.41"
"10/11","18592.01"
"10/15","543565.15"
"75","1972.08"
"170/4","84790.83"
"1003P","3.5"
"1053","0.6"
"1052","1"
"178/9","68744"
"450/3","60223.55"
"54/58","271299.92"
"630","74533.26"
"65/66B","11623.02"
"691/2","73285"
"8329P","1389848.3"
"1013P","8008"
"9903","101573.12"
"9900","394028.14"
"9901","111224.06"
"9906","73779.36"
"9904","73286.03"
"9905","73286.03"
"42/48","197330.43"
"8279","74533.26"
"2053","708"
"2051","708"
"440/4","43686.22"
"8169","66795.9"
"47/48","11590"
"1023P","182968.52"
"172/3","84790.83"
"640/8","55632.2"
"1109/19","18592.01"
"3053","708.6"
"3052","1"
"3051","708"
"30/36","9839.82"
"29/58","470085.58"
"17/49","350865.26"
"8199","1888726.39"
"694","12200"
"1311","1859.2"
"1203","0.6"
"1323","0.6"
"1202","1"
"1322","1"
"67/77","28287.09"
