
"Reference number","2022-20446219"
"Entity number","0429236876"
"Accounting period start date","2021-08-31"
"Accounting period end date","2022-04-30"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Hutstuf Erezee"
"Entity address street","Gestelhof"
"Entity address number","9"
"Entity postal code","2590"
"Entity city","Berlaar"
"Entity country","België"
"General assembly date","2022-09-15"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","3512.66"
"9502","507896.19"
"10","61500.2"
"13","2820.44"
"14","-81872.11"
"22","446332"
"130","2820.44"
"130/1","2820.44"
"41","3512.66"
"45","8"
"14P","-18554.99"
"8329","52955.98"
"22/27","446332"
"8199P","72132"
"10/49","490352.72"
"65","85.32"
"21/28","446332"
"20/58","490352.72"
"10/11","61500.2"
"10/15","-17551.47"
"8259","24200"
"450/3","8"
"54/58","40508.06"
"630","52955.98"
"65/66B","85.32"
"9903","-63317.12"
"9900","-10268.14"
"9901","-63231.8"
"9906","-81872.11"
"9904","-63317.12"
"9905","-63317.12"
"42/48","507904.19"
"8279","52955.98"
"8169","402955.98"
"47/48","507896.19"
"640/8","7.68"
"29/58","44020.72"
"17/49","507904.19"
"8199","475087.98"
"8259P","24200"
"100","61500.2"
