
"Reference number","2025-00269807"
"Entity number","0662592944"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","BHG Antwerpen I"
"Entity address street","Borzestraat"
"Entity address number","31"
"Entity postal code","2000"
"Entity city","Antwerpen"
"Entity country","België"
"General assembly date","2025-06-09"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","770466.13"
"111","6200"
"14","-2526229.61"
"17","3591493.76"
"21","11084.17"
"75/76B","7734.94"
"9087","0"
"8129P","5063.92"
"40","768145.64"
"41","2320.49"
"43","680.38"
"44","113290"
"45","77891.56"
"14P","-2724324.54"
"10/49","1289715.59"
"65","39.05"
"21/28","11084.17"
"20/58","1289715.59"
"10/11","6200"
"10/15","-2520029.61"
"75","7734.94"
"170/4","3591493.76"
"8913","3591493.76"
"450/3","77891.56"
"54/58","172750.84"
"630","4037.03"
"65/66B","39.05"
"8129","9100.95"
"8059P","20185.12"
"9903","198094.93"
"9900","255402.08"
"9901","190399.04"
"9906","-2526229.61"
"9904","198094.93"
"9905","198094.93"
"42/48","218251.44"
"892","0"
"440/4","113290"
"47/48","26389.5"
"8059","20185.12"
"640/8","60966.01"
"50/53","335414.45"
"29/58","1278631.42"
"8079","4037.03"
"17/49","3809745.2"
"430/8","680.38"
"174/0","3591493.76"
"902","0"
