
"Reference number","2024-00160726"
"Entity number","0434915732"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","LE ROANNAY"
"Entity address street","Route de Spa"
"Entity address number","155"
"Entity postal code","4970"
"Entity city","Francorchamps"
"Entity country","Belgique"
"General assembly date","2024-06-05"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","932160.34"
"492/3","25133.72"
"1341","8"
"454/9","209133.26"
"9062","5968461.93"
"1213","13.8"
"1212","6"
"1211","11"
"10","1330050"
"12","800000"
"13","82318.56"
"14","-1997463.12"
"15","893137.6"
"17","11405755.9"
"3","158089.24"
"1103","16"
"1343","8"
"1101","16"
"20","197663.14"
"21","191602.86"
"22","12198742.36"
"23","263740.02"
"24","130578.36"
"12011","7"
"28","3711.22"
"75/76B","189.53"
"9087","31.9"
"130","6948.28"
"132","18750"
"133","56620.28"
"1113","14.9"
"1112","11"
"1111","9"
"12013","7.9"
"12012","1"
"1011","39290"
"1003","31.9"
"1002","20.8"
"1001","25"
"130/1","6948.28"
"8129P","159051.52"
"40","20787.69"
"41","911372.65"
"42","348706.03"
"43","740000"
"44","243137.74"
"45","229689.28"
"46","154579.5"
"1022","187343.4"
"1021","1292282.27"
"14P","-840629.09"
"1013","46431"
"1012","7141"
"12112","3"
"8329","2239153.38"
"12113","1.3"
"22/27","12593060.74"
"1023","1479625.67"
"12002","4"
"12001","7"
"12003","9.2"
"8199P","12555461.54"
"62","1479625.67"
"10/49","14397978.8"
"65","286994.83"
"21/28","12788374.82"
"20/58","14397978.8"
"10/11","1330050"
"10/15","1108043.04"
"75","189.53"
"170/4","11405755.9"
"1003P","14.8"
"1053","30.9"
"1052","11"
"1051","25"
"8395P","3711.22"
"12101","11"
"8912","1473008.65"
"8913","9932747.25"
"12103","12.5"
"12102","3"
"8259","800000"
"450/3","20556.02"
"54/58","286561.71"
"630","582830.97"
"65/66B","286994.83"
"8129","193239.36"
"8922","5968461.93"
"8059P","294842.22"
"8329P","1733834.65"
"8029","90000"
"1013P","21409"
"9903","-1156834.03"
"9900","1239331.29"
"9901","-870028.73"
"9906","-1997463.12"
"9904","-1156834.03"
"9905","-1156834.03"
"42/48","1859046.14"
"91711","5552700"
"8279","505318.73"
"2053","53.1"
"2052","168"
"2051","14"
"8395","3711.22"
"892","5968461.93"
"440/4","243137.74"
"8169","1476752.58"
"47/48","142933.59"
"1023P","626966.48"
"172/3","4879755.9"
"91611","12198742.36"
"8059","384842.22"
"640/8","46903.38"
"490/1","35129.55"
"3053","55"
"3052","156"
"3051","19"
"30/36","158089.24"
"29/58","1411940.84"
"8079","34187.84"
"17/49","13289935.76"
"8199","14032214.12"
"91631","5999700"
"430/8","740000"
"8259P","800000"
"174/0","6526000"
"91621","310000"
"100","1330050"
"1203","17.1"
"1323","22.9"
"1202","5"
"1322","11"
"1201","14"
"1321","17"
