
"Reference number","2023-00495635"
"Entity number","0454708383"
"Accounting period start date","2022-03-01"
"Accounting period end date","2023-02-28"
"Model code","m07-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Ivenco"
"Entity address street","Brugsesteenweg"
"Entity address number","143"
"Entity postal code","8520"
"Entity city","Kuurne"
"Entity country","België"
"General assembly date","2023-10-11"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","60736.56"
"492/3","1254.94"
"454/9","3153.82"
"1213","1"
"1211","1"
"10","192645"
"12","649683.58"
"13","34575.15"
"14","-485981.16"
"17","472857.14"
"1103","1"
"1101","1"
"21","2048.11"
"22","634494.36"
"23","11605.56"
"26","12831.48"
"28","749849.09"
"75/76B","6801.05"
"130","3098.67"
"133","31476.48"
"1011","1312"
"1003","1"
"1001","1"
"8319","0.52"
"130/1","3098.67"
"8129P","16075"
"40","40653.48"
"41","20083.08"
"42","72142.86"
"44","19255.03"
"45","93550.58"
"1021","37894.03"
"14P","-428945.07"
"1013","1312"
"8329","2031083.18"
"22/27","658931.4"
"1023","37894.03"
"8199P","2039150.69"
"62","37894.03"
"10/49","1491123.14"
"65","35497.67"
"21/28","1410828.6"
"20/58","1491123.14"
"10/11","192645"
"10/15","390922.57"
"75","5720.85"
"170/4","472857.14"
"1053","1"
"1051","1"
"8395P","749849.09"
"12101","1"
"12103","1"
"8259","649683.58"
"450/3","90396.76"
"54/58","3616.63"
"630","87035.51"
"65/66B","75475.84"
"8129","16226.89"
"8059P","16075"
"8329P","1944199.04"
"8029","2200"
"9903","-77936.99"
"9900","123101.09"
"9901","-9262.2"
"9906","-485981.16"
"9904","-71125.1"
"9905","-57036.09"
"42/48","626088.49"
"76B","1080.2"
"91711","200000"
"8279","86883.62"
"8395","749849.09"
"440/4","19255.03"
"8169","1265"
"47/48","441140.02"
"780","7254.76"
"789","14089.01"
"172/3","472857.14"
"66B","39978.17"
"91611","658931.4"
"8059","18275"
"640/8","7433.75"
"490/1","15941.35"
"8189","-84.69"
"29/58","80294.54"
"8079","151.89"
"17/49","1100200.57"
"8199","2040331"
"8259P","649683.58"
"91621","1227073"
"100","192645"
"1323","1"
"1321","1"
"67/77","442.87"
