
"Reference number","2025-00482271"
"Entity number","0418268750"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","W. KANT CONSTRUCTIES"
"Entity address street","Gasthuisstraat"
"Entity address number","150"
"Entity postal code","9140"
"Entity city","Temse"
"Entity country","België"
"General assembly date","2025-06-17"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","78028.90"
"492/3","1194.62"
"9500","71000"
"454/9","5815.87"
"1213","1.8"
"1212","1"
"1211","1"
"10","165000"
"13","2444284.83"
"14","-1219436.55"
"1103","1.8"
"1102","1"
"1101","1"
"22","179678.04"
"23","7018.24"
"24","51192.79"
"26","536636.38"
"28","2685"
"29","82896.04"
"75/76B","2134.35"
"9087","1.8"
"130","16500"
"132","22387.29"
"133","2278897.54"
"1011","336"
"1003","1.8"
"1002","1"
"1001","1"
"130/1","143000"
"40","66307.79"
"41","11721.11"
"44","25152.77"
"45","9059.23"
"1022","41299.54"
"1021","11680.69"
"14P","-973218.75"
"1013","1524"
"1012","1188"
"12112","1"
"8329","2049999.21"
"12111","1"
"12113","1.8"
"22/27","774525.45"
"1023","52980.23"
"8199P","2824524.66"
"10/49","1425513.96"
"62","52980.23"
"65","1085.55"
"21/28","777210.45"
"20/58","1425513.96"
"290","11896.04"
"291","71000"
"10/11","165000"
"10/15","1389848.28"
"75","2134.35"
"1003P","1.8"
"631/4","40268.50"
"1053","1.8"
"1052","1"
"1051","1"
"8395P","2685"
"450/3","3243.36"
"54/58","485784.07"
"630","127706.49"
"65/66B","1085.55"
"8329P","1922292.72"
"1013P","1500"
"9903","-247057.67"
"9900","-8180.38"
"9901","-248106.47"
"9906","-1219436.55"
"9904","-246217.80"
"9905","-246217.80"
"42/48","34471.06"
"8279","127706.49"
"8395","2685"
"440/4","25152.77"
"47/48","259.06"
"1023P","46319.32"
"640/8","18970.87"
"50/53","248"
"490/1","1346.50"
"29/58","648303.51"
"17/49","35665.68"
"8199","2824524.66"
"1311","126500"
"100","165000"
"1323","1.8"
"1322","1"
"1321","1"
"67/77","-839.87"
