
"Reference number","2024-00184532"
"Entity number","0479058551"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m04-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","VZW Internaat Don Bosco Wijnegem"
"Entity address street","Kasteellei"
"Entity address number","77"
"Entity postal code","2110"
"Entity city","Wijnegem"
"Entity country","België"
"General assembly date","2024-03-22"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Vereniging zonder winstoogmerk"
"40/41","31187.25"
"454/9","14426.88"
"10","355026.45"
"14","980036.71"
"15","699302.13"
"17","149000"
"22","1550067.65"
"23","54799.38"
"24","7691.93"
"9087","3.5"
"40","21387.25"
"41","9800"
"42","75000"
"45","14426.88"
"14P","933261.90"
"8329","1885912.72"
"22/27","1612558.96"
"8199P","3490076.56"
"10/49","2272792.17"
"62","185787.17"
"65","186.39"
"21/28","1612558.96"
"20/58","2272792.17"
"10/15","2034365.29"
"178/9","149000"
"8912","149000"
"54/58","477646.14"
"630","107993.98"
"65/66B","186.39"
"8329P","1777918.74"
"9903","46774.81"
"9900","353284.61"
"9901","46961.20"
"9906","980036.71"
"9904","46774.81"
"9905","46774.81"
"42/48","89426.88"
"8279","107993.98"
"8169","8395.12"
"640/8","12542.26"
"50/53","150000"
"490/1","1399.82"
"29/58","660233.21"
"17/49","238426.88"
"8199","3498471.68"
