
"Reference number","2025-00251864"
"Entity number","0464947427"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","RESIDENCE"
"Entity address street","Xhoffraix-Au-dessus des Trous"
"Entity address number","4"
"Entity postal code","4960"
"Entity city","Malmedy"
"Entity country","Belgique"
"General assembly date","2025-06-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","17678.51"
"454/9","8152.93"
"1213","1"
"1212","3"
"10","500000"
"13","7450"
"14","-398231.46"
"17","109631.53"
"1103","1"
"1102","3"
"22","240833.66"
"23","5241.4"
"24","2747.76"
"75/76B","0.19"
"130","7450"
"1003","1"
"1002","3"
"130/1","7450"
"40","14950"
"41","2728.51"
"42","6623.42"
"44","33348.65"
"45","8708.42"
"46","5363.7"
"1022","43714.76"
"14P","-375275.51"
"1013","1398"
"1012","1398"
"12112","3"
"8329","1438067.29"
"12113","1"
"22/27","248822.82"
"1023","43714.76"
"8199P","1530646.51"
"62","43714.76"
"10/49","273894.26"
"65","1238.58"
"21/28","248822.82"
"20/58","273894.26"
"10/11","500000"
"10/15","109218.54"
"75","0.19"
"170/4","109631.53"
"1003P","0.8"
"1053","1"
"1052","3"
"450/3","555.49"
"54/58","7392.93"
"630","20647.69"
"65/66B","1238.58"
"8329P","1417419.6"
"1013P","1171"
"9903","-22955.95"
"9900","49906.12"
"9901","-21717.56"
"9906","-398231.46"
"9904","-22955.95"
"9905","-22955.95"
"42/48","55044.19"
"8279","20647.69"
"2053","0.1"
"2052","1"
"440/4","33348.65"
"8169","156243.6"
"47/48","1000"
"1023P","26813.64"
"172/3","109631.53"
"640/8","7261.23"
"3053","0.1"
"3052","1"
"29/58","25071.44"
"17/49","164675.72"
"8199","1686890.11"
"91631","129000"
"100","500000"
"1323","1"
"1322","3"
