
"Reference number","2025-00174695"
"Entity number","0555977571"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","ANNA’S PLACE"
"Entity address street","Gentseweg"
"Entity address number","606"
"Entity postal code","8793"
"Entity city","Sint-Eloois-Vijve"
"Entity country","België"
"General assembly date","2025-06-11"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","86113"
"110","18600"
"13","4791"
"17","7697"
"3","3166"
"22","9962"
"23","4610"
"75/76B","3885"
"133","4791"
"6921","1310"
"694/7","833"
"40","13022"
"41","73091"
"42","6900"
"43","50000"
"44","35486"
"45","2250"
"8329","90180"
"22/27","14572"
"8199P","104752"
"10/49","126557"
"65","8336"
"21/28","14572"
"20/58","126557"
"10/11","18600"
"10/15","23391"
"75","3885"
"170/4","7697"
"450/3","2250"
"54/58","22706"
"630","7591"
"65/66B","8336"
"691/2","1310"
"8329P","82589"
"9903","2143"
"9900","14185"
"9901","6594"
"9906","2143"
"9904","2143"
"9905","2143"
"42/48","95469"
"8279","7591"
"440/4","35486"
"47/48","833"
"172/3","7697"
"30/36","3166"
"29/58","111985"
"17/49","103166"
"8199","104752"
"430/8","50000"
"694","833"
