
"Reference number","2025-00155330"
"Entity number","0417102176"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Taverne du Sablon"
"Entity address street","Bargeweg"
"Entity address number","15"
"Entity postal code","8000"
"Entity city","Brugge"
"Entity country","België"
"General assembly date","2025-05-12"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","6987.75"
"492/3","2038.31"
"454/9","791.77"
"111","62000"
"1213","2.9"
"1212","1"
"1211","2"
"13","22561.71"
"14","-291486.98"
"3","6485"
"1103","4.9"
"1102","1"
"1101","4"
"22","28171.83"
"24","1264.59"
"75/76B","0.65"
"133","16361.71"
"1011","5514"
"1003","12.2"
"1002","2.2"
"1001","10.3"
"130/1","6200"
"40","3157.15"
"41","3830.6"
"44","32419.89"
"45","1596.52"
"1022","63972.15"
"1021","154915.43"
"14P","-225191.02"
"1013","7791"
"1012","2277"
"8329","933264.86"
"22/27","29436.42"
"1023","218887.58"
"12001","2"
"12003","2"
"8199P","962701.28"
"62","218887.58"
"10/49","99676.33"
"65","8922.66"
"21/28","29436.42"
"20/58","99676.33"
"10/11","62000"
"10/15","-206925.27"
"75","0.65"
"1003P","15.4"
"1053","4.9"
"1052","1"
"1051","4"
"12101","2"
"12103","2.9"
"12102","1"
"450/3","804.75"
"54/58","56767.16"
"630","9008.19"
"65/66B","8922.66"
"8329P","924256.5"
"1013P","12325"
"9903","-66295.96"
"9900","196774.84"
"9901","-57373.95"
"9906","-291486.98"
"9904","-66295.96"
"9905","-66295.96"
"42/48","304563.29"
"8279","9008.19"
"2053","16"
"2051","16"
"440/4","32419.89"
"47/48","270546.88"
"1023P","340773.42"
"8299","0.17"
"640/8","26253.02"
"3053","19.9"
"3052","3"
"3051","17"
"30/36","6485"
"29/58","70239.91"
"17/49","306601.6"
"8199","962701.28"
"1311","6200"
"1203","2"
"1323","4.9"
"1322","1"
"1201","2"
"1321","4"
