
"Reference number","2023-00323412"
"Entity number","0567901841"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","ALLIANCE DISTRIB"
"Entity address street","Chaussée de Liège(LI)"
"Entity address number","1178"
"Entity postal code","5101"
"Entity city","Lives-Sur-Meuse"
"Entity country","Belgique"
"General assembly date","2023-06-06"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","38059.64"
"111","6200"
"13","1860"
"14","14819.72"
"17","737900"
"28","800000"
"130/1","1860"
"40","35986.89"
"41","2072.75"
"42","60000"
"44","1692.61"
"45","24761.06"
"14P","5261.94"
"62","3943.36"
"10/49","847233.39"
"65","41236.54"
"21/28","800000"
"20/58","847233.39"
"70","140389.24"
"10/11","6200"
"10/15","22879.72"
"170/4","737900"
"8395P","800000"
"450/3","24761.06"
"54/58","9173.75"
"65/66B","41236.54"
"9903","11947.23"
"9900","57127.13"
"9901","53183.77"
"9906","14819.72"
"9904","9557.78"
"60/61","83262.11"
"9905","9557.78"
"42/48","86453.67"
"8395","800000"
"440/4","1692.61"
"29/58","47233.39"
"17/49","824353.67"
"1311","1860"
"174/0","737900"
"67/77","2389.45"
