
"Reference number","2023-00036880"
"Entity number","0632870659"
"Accounting period start date","2021-10-01"
"Accounting period end date","2022-09-30"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","BACANA"
"Entity address street","Broekstraat"
"Entity address number","21"
"Entity postal code","3110"
"Entity city","Rotselaar"
"Entity country","België"
"General assembly date","2023-03-07"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","9839.9"
"111","6433"
"13","12597.76"
"23","82.7"
"24","2954.39"
"75/76B","0.04"
"133","10742.76"
"6921","2542.69"
"130/1","1855"
"40","299.31"
"41","9540.59"
"44","609.44"
"45","880.96"
"791/2","0"
"8329","17294.39"
"22/27","3037.09"
"8199P","20331.48"
"10/49","20521.16"
"65","154"
"21/28","3037.09"
"20/58","20521.16"
"10/11","6433"
"10/15","19030.76"
"75","0.04"
"450/3","880.96"
"54/58","7032.45"
"630","1437.2"
"65/66B","154"
"691/2","2542.69"
"8329P","15857.19"
"9903","3373.92"
"9900","5104.65"
"9901","3527.88"
"9906","2542.69"
"9904","2542.69"
"9905","2542.69"
"42/48","1490.4"
"8279","1437.2"
"440/4","609.44"
"640/8","139.57"
"490/1","611.72"
"29/58","17484.07"
"17/49","1490.4"
"8199","20331.48"
"1311","1855"
"67/77","831.23"
