
"Reference number","2025-00561891"
"Entity number","0461683772"
"Accounting period start date","2024-04-01"
"Accounting period end date","2025-03-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","MAISONS DE VACANCES"
"Entity address street","CHEMIN DU RAIDEU"
"Entity address number","21"
"Entity postal code","4960"
"Entity city","Malmedy"
"Entity country","Belgique"
"General assembly date","2025-09-26"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société privée à responsabilité limitée"
"40/41","8822.2"
"110","11245"
"13","2240"
"14","33709.5"
"24","30713.31"
"75/76B","395.84"
"133","2240"
"40","8822.2"
"44","5525.85"
"45","1124.68"
"14P","44085.3"
"8329","25660.37"
"22/27","30713.31"
"8199P","21943.27"
"10/49","68837.82"
"65","71.62"
"21/28","30713.31"
"20/58","68837.82"
"10/11","11245"
"10/15","47194.5"
"75","395.84"
"450/3","1124.68"
"54/58","29302.31"
"630","3717.1"
"65/66B","71.62"
"8329P","21943.27"
"9903","-10375.8"
"9900","4963.34"
"9901","-10700.02"
"9906","33709.5"
"9904","-10375.8"
"9905","-10375.8"
"42/48","21643.32"
"8279","3717.1"
"440/4","5525.85"
"8169","34430.41"
"47/48","14992.79"
"640/8","11946.26"
"29/58","38124.51"
"17/49","21643.32"
"8199","56373.68"
