
"Reference number","2023-00336337"
"Entity number","0474926846"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","RUDI K"
"Entity address street","Rue de la Poste"
"Entity address number","7"
"Entity postal code","6700"
"Entity city","Arlon"
"Entity country","Belgique"
"General assembly date","2023-05-26"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","2416.42"
"454/9","4197.66"
"111","18600"
"1213","0.6"
"1212","1"
"13","205.43"
"14","3969.34"
"17","6354.93"
"3","1308.64"
"1103","0.6"
"1102","1"
"23","0"
"24","1623.6"
"28","99.16"
"75/76B","93.83"
"1003","0.6"
"1002","1"
"130/1","205.43"
"40","2416.42"
"42","4298.08"
"43","835"
"44","11065.36"
"45","10728.26"
"14P","8033.18"
"1013","1094"
"1012","1094"
"8329","21623.49"
"22/27","1623.6"
"8199P","23247.09"
"62","28338.47"
"10/49","69940.96"
"65","1224.17"
"21/28","1722.76"
"20/58","69940.96"
"10/11","18600"
"10/15","22774.77"
"75","93.83"
"170/4","6354.93"
"1003P","0.7"
"1053","0.6"
"1052","1"
"8395P","99.16"
"12103","0.6"
"12102","1"
"450/3","6530.6"
"54/58","64493.14"
"630","491.97"
"65/66B","1224.17"
"8329P","21131.52"
"1013P","594"
"9903","-4063.84"
"9900","26721.57"
"9901","-2933.5"
"9906","3969.34"
"9904","-4063.84"
"9905","-4063.84"
"42/48","40811.26"
"8279","491.97"
"2053","0.2"
"2052","1"
"8395","99.16"
"440/4","11065.36"
"47/48","13884.56"
"172/3","6354.93"
"640/8","824.63"
"3053","0.2"
"3052","1"
"30/36","1308.64"
"29/58","68218.2"
"17/49","47166.19"
"8199","23247.09"
"430/8","835"
"1311","205.43"
"1323","0.6"
"1322","1"
