
"Reference number","2023-00469976"
"Entity number","0401257722"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","ARTMANA"
"Entity address street","Chemin des Etangs"
"Entity address number","27"
"Entity postal code","1640"
"Entity city","Rhode-Saint-Genèse"
"Entity country","Belgique"
"General assembly date","2023-09-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","654397.08"
"9500","654397.08"
"111","123946.76"
"13","59319.29"
"14","376915.12"
"17","15798.23"
"24","21014.94"
"26","10396.48"
"75/76B","40879.42"
"132","2898.27"
"133","44026.34"
"130/1","12394.68"
"41","654397.08"
"42","4044.03"
"44","20525.92"
"45","75847.98"
"14P","278323.13"
"8329","92466.36"
"22/27","31411.42"
"8199P","123877.78"
"62","160.33"
"10/49","686397.33"
"65","4564.21"
"21/28","31411.42"
"20/58","686397.33"
"10/11","123946.76"
"10/15","560181.17"
"75","40879.42"
"170/4","15798.23"
"450/3","75847.98"
"54/58","588.83"
"630","15757.99"
"65/66B","4564.21"
"8329P","76708.37"
"9903","130783.19"
"9900","113107.55"
"9901","94467.98"
"9906","376915.12"
"9904","98591.99"
"9905","98591.99"
"42/48","110417.93"
"8279","15757.99"
"440/4","20525.92"
"47/48","10000"
"172/3","15798.23"
"640/8","2721.25"
"29/58","654985.91"
"17/49","126216.16"
"8199","123877.78"
"1311","12394.68"
"67/77","32191.2"
