
"Reference number","2026-00154813"
"Entity number","0426762782"
"Accounting period start date","2025-01-01"
"Accounting period end date","2025-12-31"
"Model code","m02-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","ASHG Antwerp Centre"
"Entity address street","Maaltekouter"
"Entity address number","3"
"Entity postal code","9051"
"Entity city","Sint-Denijs-Westrem"
"Entity country","België"
"General assembly date","2026-05-26"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"1213","15.4"
"1212","5"
"1211","12"
"10032P","18.7"
"5811","16"
"5812","319"
"5813","8038.29"
"3","19240.55"
"3403","0.8"
"3402","1"
"5821","5"
"5822","139"
"5823","3608.57"
"5831","6"
"5832","152"
"5833","3696.04"
"1011","41590"
"3431","768"
"100P","3150000"
"8052P","33814.42"
"1003","29.6"
"1002","6.2"
"1001","25.6"
"5841","1"
"10031P","14.4"
"5842","840"
"5843","4721.75"
"10231P","819966.67"
"2111","182"
"1022","151902.79"
"1021","1499801.38"
"2103","581.8"
"2102","1"
"1013","46805"
"3433","768"
"2101","581"
"1012","5215"
"10232P","928461.92"
"2113","182"
"1023","1651704.17"
"609","11328.71"
"8251P","1661725.81"
"617","473.75"
"170/4","11721693.20"
"1053","28.7"
"1052","7"
"1051","24"
"620","1107895.96"
"621","349016.60"
"622","16931.51"
"623","177860.10"
"8912","11721693.20"
"630","736917.54"
"65/66B","571548.65"
"10011","13.6"
"10012","12"
"8922","11561693.20"
"640","259324.09"
"10022","4.2"
"10021","2"
"664/7","119890.10"
"650","569953.78"
"654","46.43"
"10231","914023.58"
"91822","114765540"
"10232","737680.59"
"440/4","281873.09"
"91821","114765540"
"8962","11561693.20"
"1023P","1748428.59"
"91811","3879883.73"
"91812","3879883.73"
"66A","119890.10"
"91611","5943715.65"
"91612","5943715.65"
"640/8","259324.09"
"10211","882193.85"
"10212","617607.53"
"3053","768.8"
"3052","1"
"3051","768"
"10222","120073.06"
"10221","31829.73"
"211","56650.34"
"91622","91812432"
"8521","1222997.28"
"91621","91812432"
"492/3","385231.57"
"600/8","274325.78"
"75/76B","283079.27"
"252","4587.17"
"8321","6301075.51"
"8322","969875.08"
"8323","10876.25"
"8324","18348.54"
"130/1","17242.19"
"9421","1713.93"
"12112","4"
"12111","7"
"12113","9.6"
"9431","280830.31"
"12121","4"
"280","247135.27"
"22/27","6799758.17"
"12123","4.8"
"12122","1"
"10/49","10831631.85"
"20/58","10831631.85"
"8591","1101832.03"
"10/11","3150000"
"10/15","-1931903.72"
"8122","34096.37"
"12101","1"
"12103","1"
"9461","11805.32"
"54/58","30751.90"
"281P","1101832.03"
"1501","0.1"
"8391","1470132.55"
"1511","16"
"8163","44850.97"
"8161","836951.42"
"8162","33356.73"
"1521","473.75"
"490/1","33081.90"
"8192","1776990.20"
"58132","242.22"
"8193","55216.48"
"58131","7796.07"
"8191","10583065.35"
"8194","22935.71"
"9291","3506248.29"
"1323","16.1"
"1322","5"
"1321","13"
"40/41","3645013.72"
"1341","11"
"454/9","118345.36"
"9062","11561693.20"
"9073","79250.61"
"9077","118345.36"
"1103","28.7"
"1102","7"
"1101","24"
"1343","12.6"
"1342","2"
"9087","29.6"
"9088","46805"
"9086","31"
"9098","16"
"9097","0.1"
"8391P","1470132.55"
"10132P","28958"
"3101","585"
"280/1","247135.27"
"10131P","23894"
"3111","183"
"740","22500"
"3103","585.8"
"3102","1"
"450/3","79250.61"
"750","1713.96"
"751","280830.31"
"754","535"
"3113","183"
"10132","22364"
"8802","11721693.20"
"10131","24441"
"8801","64783.87"
"1013P","52852"
"9903","-864892.55"
"9901","-576423.17"
"9906","-5154241.07"
"9904","-864027.91"
"9905","-864027.91"
"42/48","656610.80"
"8831","4783.87"
"91711","114765540"
"2053","763.8"
"2052","1"
"2051","763"
"10112","18133"
"10111","23457"
"8842","11561693.20"
"652/9","1594.87"
"10121","984"
"10122","4231"
"8851","60000"
"8852","160000"
"8192P","1743633.47"
"70/76A","4317665.89"
"30/36","19240.55"
"29/58","3728088.07"
"8191P","9746113.93"
"30/31","10173.39"
"91712","114765540"
"17/49","12763535.57"
"8194P","22935.71"
"8193P","10365.51"
"100","3150000"
"12031","1"
"12033","1"
"58032","293.30"
"58031","6662.18"
"8322P","802387.52"
"10","3150000"
"13","72337.35"
"14","-5154241.07"
"17","11721693.20"
"9505","10000"
"8321P","5744253.25"
"21","56650.34"
"22","5943715.65"
"23","807115.12"
"24","44340.23"
"25","4587.17"
"12011","7"
"28","247135.27"
"60/66A","4894089.06"
"130","17242.19"
"133","55095.16"
"12013","7.5"
"12012","1"
"8324P","13761.40"
"34","9067.16"
"12022","1"
"12021","1"
"12023","1.8"
"8323P","6709.43"
"40","108143.17"
"41","3536870.55"
"42","64783.87"
"44","281873.09"
"45","197595.97"
"46","112357.87"
"14P","-4290213.16"
"9311","3506248.29"
"12001","3"
"60","285654.49"
